Table Name,Column Name,Column Datatype,Column Null Option,Primary Key,Restricted,PII,HashKey,ShortName
GF_TLR_FLOOD_DETMN,FLOOD_SFHA_IND,nchar(1),NULL,,,,,
GF_TLR_FLOOD_DETMN,FLOOD_PARTIAL_IND,nchar(1),NULL,,,,,
GF_TLR_FLOOD_DETMN,PROP_ADDR2,nvarchar(35),NULL,,,,,
GF_TLR_FLOOD_DETMN,PROP_ADDR1,nvarchar(35),NULL,,,,,
GF_TLR_FLOOD_DETMN,PROP_CITY,nvarchar(35),NULL,,,,,
GF_TLR_FLOOD_DETMN,PROP_STATE,nvarchar(2),NULL,,,,,
GF_TLR_FLOOD_DETMN,PROP_ZIP,nvarchar(10),NULL,,,,,
GF_TLR_FLOOD_DETMN,REG_AGENCY_LENDER_ID,nvarchar(35),NULL,,,,,
GF_TLR_FLOOD_DETMN,FLLOD_INSURANCE_AMT,"decimal(18,3)",NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_COMMUNITY_NAME,nvarchar(40),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_COUNTY,nvarchar(35),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_STATE_CODE,nvarchar(2),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_COMMUNITY_ID,nvarchar(6),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_START_DATE,datetime,NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_MAP_ID,nvarchar(11),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_MAP_PANEL_ID,nvarchar(5),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_MAP_PANEL_DATE,datetime,NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_MAP_PANEL_SUFFIX,nvarchar(1),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_FLOOD_REV_TYPE,nvarchar(8),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_MAP_DATE,datetime,NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_FLOOD_ZONE_ID,nvarchar(35),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_MAP_IND,nchar(1),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_STATUS_TYPE,nvarchar(8),NULL,,,,,
GF_TLR_FLOOD_DETMN,PROTECTED_AREA_IND,nchar(1),NULL,,,,,
GF_TLR_FLOOD_DETMN,PROTECTED_AREA_DATE,datetime,NULL,,,,,
GF_TLR_FLOOD_DETMN,SELECTED_FOR_LOAN_IND,nchar(1),NULL,,,,,
GF_TLR_FLOOD_DETMN,NFIP_COMM_FIRM_DATE,datetime,NULL,,,,,
GF_TLR_FLOOD_DETMN,FLOOD_CHECK_IDENTIFIER,nvarchar(35),NULL,,,,,
GF_TLR_FLOOD_DETMN,FLOOD_PRODUCT_CERTIFY_DATE,datetime,NULL,,,,,
WG_RPT_DATES,LNUM,nchar(20),NOT NULL,Yes,,,Yes,
WG_RPT_DATES,APPLICATION_DATE,datetime,NULL,,,,,
WG_RPT_DATES,APPRAISAL_ORDER_DATE,datetime,NULL,,,,,
WG_RPT_DATES,APPRAISAL_RECVD_DATE,datetime,NULL,,,,,
WG_RPT_DATES,CANCELLED_DATE,datetime,NULL,,,,,
WG_RPT_DATES,CLOSED_DATE,datetime,NULL,,,,,
WG_RPT_DATES,COMMITMENT_EXP_DATE_OVR,datetime,NULL,,,,,
WG_RPT_DATES,CREATE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,DENIAL_DATE,datetime,NULL,,,,,
WG_RPT_DATES,DISBURSEMENT_DATE,datetime,NULL,,,,,
WG_RPT_DATES,DOCS_DRAWN_DATE,datetime,NULL,,,,,
WG_RPT_DATES,EST_CLOSE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FILE_SUB_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FLOOD_ORDER_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FLOOD_RECVD_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FUNDED_DATE,datetime,NULL,,,,,
WG_RPT_DATES,LOCKED_DATE,datetime,NULL,,,,,
WG_RPT_DATES,NOIA_DATE,datetime,NULL,,,,,
WG_RPT_DATES,ORIGINATION_DATE,datetime,NULL,,,,,
WG_RPT_DATES,PROCESSING_BEGIN_DATE,datetime,NULL,,,,,
WG_RPT_DATES,READY_FOR_DOCS_DATE,datetime,NULL,,,,,
WG_RPT_DATES,REQ_ADDTL_PROC_DATE,datetime,NULL,,,,,
WG_RPT_DATES,TITLE_ORDER_DATE,datetime,NULL,,,,,
WG_RPT_DATES,TITLE_RECVD_DATE,datetime,NULL,,,,,
WG_RPT_DATES,UW_DECISION_DATE,datetime,NULL,,,,,
WG_RPT_DATES,WITHDRAWN_DATE,datetime,NULL,,,,,
WG_RPT_DATES,LOCK_EXP_DATE,datetime,NULL,,,,,
WG_RPT_DATES,INVLK_COMMITMENT_DATE,datetime,NULL,,,,,
WG_RPT_DATES,INVLK_COMMITMENT_EXP_DATE,datetime,NULL,,,,,
WG_RPT_DATES,INVLK_COMMITMENT_CNFRM_DATE,datetime,NULL,,,,,
WG_RPT_DATES,READY_SHIP_DATE,datetime,NULL,,,,,
WG_RPT_DATES,RESCISSION_EXP_DATE,datetime,NULL,,,,,
WG_RPT_DATES,SHIPPED_DATE,datetime,NULL,,,,,
WG_RPT_DATES,INV_FUNDED_DATE,datetime,NULL,,,,,
WG_RPT_DATES,READY_FUND_DATE,datetime,NULL,,,,,
WG_RPT_DATES,READY_UW_DATE,datetime,NULL,,,,,
WG_RPT_DATES,DISCLOSURE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,INIT_DISCLOSURE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,REDISCLOSURE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FINAL_DISCLOSURE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,THREEDAY_DISCLOSURE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FIRST_CREDIT_RPT_DATE,datetime,NULL,,,,,
WG_RPT_DATES,LAST_CREDIT_RPT_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FINAL_DOCS_SHIPPED,datetime,NULL,,,,,
WG_RPT_DATES,HCM_DISCL_DT,datetime,NULL,,,,,
WG_RPT_DATES,SYS_BORROWER_SITUATION_DATE,datetime,NULL,,,,,
WG_RPT_DATES,MAN_BORROWER_SITUATION_DATE,datetime,NULL,,,,,
WG_RPT_DATES,MATURITY_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FIRST_PMT_DATE,datetime,NULL,,,,,
WG_RPT_DATES,APPROVAL_DATE,datetime,NULL,,,,,
WG_RPT_DATES,SENT_TO_UNDERWRITING,datetime,NULL,,,,,
WG_RPT_DATES,PURCHASE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,DOCUMENT_DATE,datetime,NULL,,,,,
WG_RPT_DATES,CLOSING_PROXY_DATE,datetime,NULL,,,,,
WG_RPT_DATES,CUDATE,datetime,NULL,,,,,
WG_RPT_DATES,NOI_SENT_DATE,datetime,NULL,,,,,
WG_RPT_DATES,NOI_START_DATE,datetime,NULL,,,,,
WG_RPT_DATES,NOI_END_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FLOOD_DETMN_LETTER_DATE,datetime,NULL,,,,,
WG_RPT_DATES,UW_DOC_EXP_DATE,datetime,NULL,,,,,
WG_RPT_DATES,CLOSING_DOC_EXP_DATE,datetime,NULL,,,,,
WG_RPT_DATES,CLOSING_DOCS_DUE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,SALES_CONTRACT_DATE,datetime,NULL,,,,,
WG_RPT_DATES,FILE_RECEIVED_DATE,datetime,NULL,,,,,
WG_RPT_DATES,UW_DECISION_EXP_DATE,datetime,NULL,,,,,
WG_RPT_DATES,APPRAISAL_DUE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,APPRAISAL_RCVD_DATE,datetime,NULL,,,,,
WG_RPT_DATES,TITLE_INS_ORDERED_DATE,datetime,NULL,,,,,
WG_RPT_DATES,TITLE_INS_RCVD_DATE,datetime,NULL,,,,,
WG_RPT_DATES,APPRAISAL_ISSUE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,MISC_7_DATE,datetime,NULL,,,,,
WG_RPT_DATES,ASSET_EXP_DOC_DATE,datetime,NULL,,,,,
WG_RPT_DATES,SUSPENDED_DATE,datetime,NULL,,,,,
WG_RPT_DATES,DISBURSEMENT_ISSUE_DATE,datetime,NULL,,,,,
WG_RPT_DATES,PREQUALIFY_DATE,datetime,NULL,,,,,
WG_RPT_DATES,UW_APPROVAL_EXP_DATE,datetime,NULL,,,,,
WG_RPT_DATES,CONFIRMED_LOCK_DATE,datetime,NULL,,,,,
WG_RPT_DATES,UW_DECISION_DATETIME,datetime,NULL,,,,,
WG_RPT_INVESTOR,LNUM,nchar(20),NOT NULL,Yes,,,Yes,
WG_RPT_INVESTOR,MLPSA_KEY,nvarchar(40),NULL,,,,,
WG_RPT_INVESTOR,PACKAGE_ID,nvarchar(50),NULL,,,,,
WG_RPT_INVESTOR,TRADECONFIRM_ID,nvarchar(50),NULL,,,,,
WG_RPT_INVESTOR,FUNDING_ID,nvarchar(50),NULL,,,,,
WG_RPT_INVESTOR,COUPON_STRIP,"numeric(16,6)",NULL,,,,,
WG_RPT_INVESTOR,INVLK_LOCK_PERIOD,nvarchar(128),NULL,,,,,
WG_RPT_INVESTOR,INVLK_LOCK_PERIOD_DESC,nvarchar(256),NULL,,,,,
WG_RPT_INVESTOR,PIPELINE_LOCK_ID,int,NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,LNUM,nchar(20),NOT NULL,Yes,,,Yes,
WG_RPT_INV_LOCK_SNAPSHOT,SNAPSHOTID,int,NOT NULL,Yes,,,,
WG_RPT_INV_LOCK_SNAPSHOT,SNAPSHOT_DATE,datetime,NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,DELEGATED_ENDORSEMENT_YN,nchar(1),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,PRODUCT,nvarchar(128),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,RATECODE,nvarchar(10),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,INTEREST_RATE,float,NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,AMORTIZATION_TYPE,nvarchar(128),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,INVST_LOCK_PERIOD,nvarchar(128),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,BASE_MARKET_PRICE,float,NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,TTL_MKT_PRICE_ADJUSTMENTS,float,NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,DELIVERY_TERMS,nvarchar(128),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,PROPERTY_TYPE,nvarchar(128),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,DOCUMENTATION_LEVEL,nvarchar(20),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,OCCUPANCY_TYPE,nvarchar(20),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,PURP_OF_REFINANCE,nvarchar(20),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,LOAN_PURPOSE,nvarchar(20),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,ORIGINAL_LOAN_AMOUNT,float,NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,PROPERTY_LOAN_TO_VALUE,float,NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,COMBINED_LOAN_TO_VALUE,float,NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,ALTERNATE_CREDIT_SCORE,int,NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,PROPERTY_STATE,nvarchar(5),NULL,,,,,
WG_RPT_INV_LOCK_SNAPSHOT,TOTAL_RATIO,float,NULL,,,,,
WG_RPT_IPG_DETAIL,LNUM,nchar(20),NOT NULL,Yes,,,Yes,
WG_RPT_IPG_DETAIL,INVESTOR_CODE,nvarchar(4),NULL,,,,,
WG_RPT_IPG_DETAIL,PRODUCT_CODE,nvarchar(4),NULL,,,,,
WG_RPT_IPG_DETAIL,PRODUCT_NAME,nvarchar(80),NULL,,,,,
WG_RPT_IPG_DETAIL,PROGRAM_CODE,nvarchar(4),NULL,,,,,
WG_RPT_IPG_DETAIL,PROGRAM_NAME,nvarchar(80),NULL,,,,,
WG_RPT_IPG_DETAIL,PRICE_GROUP_CODE,nvarchar(4),NULL,,,,,
WG_RPT_IPG_DETAIL,PRICE_GROUP_CODE_NAME,nvarchar(80),NULL,,,,,
WG_RPT_IPG_DETAIL,IPG_NAME,nvarchar(240),NULL,,,,,
WG_RPT_IPG_DETAIL,SECONDARY_LOAN_TYPE,nvarchar(128),NULL,,,,,
WG_RPT_IPG_DETAIL,SECONDARY_LOAN_TYPE_DESC,nvarchar(256),NULL,,,,,
WG_RPT_IPG_DETAIL,PREPAY_PENALTY_TYPE,nvarchar(128),NULL,,,,,
WG_RPT_IPG_DETAIL,PREPAY_PENALTY_TYPE_DESC,nvarchar(256),NULL,,,,,
WG_RPT_IPG_DETAIL,OVER_ALLOW_PCT,"numeric(16,6)",NULL,,,,,
WG_RPT_IPG_DETAIL,SHORT_ALLOW_PCT,"numeric(16,6)",NULL,,,,,
WG_RPT_IPG_DETAIL,OVER_SPLIT_PCT,"numeric(16,6)",NULL,,,,,
WG_RPT_IPG_DETAIL,SHORT_SPLIT_PCT,"numeric(16,6)",NULL,,,,,
WG_RPT_IPG_DETAIL,REQUIRES_MERS,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,REQUIRES_MI,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,ONE_TIMECLOSE_CONST,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,INTERIM_CONSTRUCTION,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,ASSUMABLE,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,CONV_PERIOD_ST,smallint,NULL,,,,,
WG_RPT_IPG_DETAIL,CONV_PERIOD_END,smallint,NULL,,,,,
WG_RPT_IPG_DETAIL,EZD_PRODUCT,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,HMDA_REPORTABLE,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,BUYDOWN_ALLOWED,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,HELOC_ALLOW_YN,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,PROD_PROF_TRUE,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,PRICE_NAME,nvarchar(240),NULL,,,,,
WG_RPT_IPG_DETAIL,ALLOW_DPA,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,AVAIL_BTOC,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,FIRST_LOCK_IND,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,OLD_AGENCY_NUM_IND,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,PRODUCT_IDENTIFIER,nvarchar(80),NULL,,,,,
WG_RPT_IPG_DETAIL,SERVICING_INTERFACE_IND,nvarchar(30),NULL,,,,,
WG_RPT_IPG_DETAIL,SERVICING_LOCATION,nchar(20),NULL,,,,,
WG_RPT_IPG_DETAIL,SUB_PRIME_IND,nchar(1),NULL,,,,,
WG_RPT_IPG_DETAIL,MI_REQUIRE,nchar(1),NULL,,,,,
WG_RPT_LOAN_ACTIVITY,LNUM,nchar(20),NOT NULL,Yes,,,Yes,
WG_RPT_LOAN_ACTIVITY,S_LOAN_ACTIVITY,nvarchar(128),NOT NULL,Yes,,,,
WG_RPT_LOAN_ACTIVITY,LOAN_ACTIVITY,nvarchar(128),NULL,,,,,
WG_RPT_LOAN_ACTIVITY,INITIAL_DATE,date,NULL,,,,,
WG_RPT_LOAN_ACTIVITY,LAST_DATE,date,NULL,,,,,
GF_TLBR_SUBETHNICITY,LNUM,nchar(20),NOT NULL,Yes,,,Yes,
GF_TLBR_SUBETHNICITY,BNUM,smallint,NOT NULL,Yes,,,,
GF_TLBR_SUBETHNICITY,DBID,nchar(5),NOT NULL,Yes,,,,
GF_TLBR_SUBETHNICITY,SUBETHNICITY_CTR,int,NOT NULL,Yes,,,,
GF_TLBR_SUBETHNICITY,S_SUBETHNICITY,nvarchar(8),NULL,,,,,
GF_TLBR_SUBETHNICITY,OTHER_DESC,nvarchar(100),NULL,,,,,
WG_CNS_LOAN_APPLICATION,LNUM,nchar(20),NOT NULL,Yes,,,Yes,
WG_CNS_LOAN_APPLICATION,CID_BRANCH,int,NULL,,,,,
WG_CNS_LOAN_APPLICATION,S_BUSINESS_CHANNEL,nvarchar(8),NULL,,,,,
WG_CNS_LOAN_APPLICATION,S_LOAN_TYPE,nvarchar(8),NULL,,,,,
WG_CNS_LOAN_APPLICATION,S_LOAN_CATEGORY,nvarchar(8),NULL,,,,,
WG_CNS_LOAN_APPLICATION,S_REFERRAL_SOURCE,nvarchar(8),NULL,,,,,
WG_CNS_LOAN_APPLICATION,S_LOAN_PURPOSE,nvarchar(8),NULL,,,,,
WG_CNS_LOAN_APPLICATION,EMP_LOAN_YN,nchar(1),NULL,,,,,
WG_CNS_LOAN_APPLICATION,REG_O_LOAN_YN,nchar(1),NULL,,,,,
WG_CNS_LOAN_APPLICATION,TSWE_EXPECTED_YN,nchar(1),NULL,,,,,
WG_CNS_LOAN_APPLICATION,TSWE_EXISTS_YN,nchar(1),NULL,,,,,
WG_CNS_LOAN_APPLICATION,TSWE_GUIDELINES_MET_YN,nchar(1),NULL,,,,,
WG_CNS_LOAN_APPLICATION,PRE_APPR_REQ_YN,nchar(1),NULL,,,,,
WG_CNS_LOAN_APPLICATION,PRE_APPR_DATE,datetime,NULL,,,,,
WG_CNS_LOAN_APPLICATION,MBA_YN,nchar(1),NULL,,,,,
WG_CNS_LOAN_APPLICATION,IS_PERSONALUSE_YN,char(1),NULL,,,,,
WG_CNS_LOAN_APPLICATION,S_PRIMARY_COLLATERAL_TYPE,nvarchar(8),NULL,,,,,
WG_CNS_LOAN_APPLICATION,COLLATERAL_STATE,nchar(2),NULL,,,,,
WG_CNS_LOAN_APPLICATION,VENDOR_VAL_METHOD,nvarchar(10),NULL,,,,,
WG_CNS_LOAN_APPLICATION,VALUATION_SOURCE,nvarchar(25),NULL,,,,,
WG_CNS_LOAN_APPLICATION,VEHICLE_FUEL_TYPE,nvarchar(10),NULL,,,,,
WG_CNS_LOAN_APPLICATION,VEHICLE_MILEAGE,int,NULL,,,,,
WG_CNS_LOAN_APPLICATION,CURRENTMODELYR,int,NULL,,,,,
WG_CNS_LOAN_APPLICATION,COLLAGEYRS,int,NULL,,,,,
WG_CNS_LOAN_APPLICATION,S_TITLE_TRANSFER,nvarchar(8),NULL,,,,,
WG_CORR_FUNDING,LNUM,nchar(20),NOT NULL,Yes,,,Yes,
WG_CORR_FUNDING,RESPA_CUTOFF_DAY,int,NULL,,,,,
WG_CORR_FUNDING,RESPA_CUTOFF_DAY_OVRD,int,NULL,,,,,
WG_CORR_FUNDING,PURCHASE_TYPE,nvarchar(35),NULL,,,,,
WG_CORR_FUNDING,FED_REF_NBR,nvarchar(35),NULL,,,,,
WG_CORR_FUNDING,FED_REF_NBR_OVRD,nvarchar(35),NULL,,,,,
WG_CORR_FUNDING,WIRE_SCHED_DATE,datetime,NULL,,,,,
WG_CORR_FUNDING,WIRE_SCHED_DATE_OVRD,datetime,NULL,,,,,
WG_CORR_FUNDING,WIRE_SENT_DATE_OVRD,datetime,NULL,,,,,
WG_CORR_FUNDING,WIRE_SENT_DATE,datetime,NULL,,,,,
WG_CORR_FUNDING,ESCROW_BAL_OVRD,"numeric(16,6)",NULL,,,,,
WG_CORR_FUNDING,LENDER_PD_DISB_OVR,"numeric(16,6)",NULL,,,,,
WG_CORR_FUNDING,MIP_OVRD,"numeric(16,6)",NULL,,,,,
WG_CORR_FUNDING,INT_PD_DUE_OVRD,"numeric(16,6)",NULL,,,,,
WG_CORR_FUNDING,AM_CURTAILMENT,"numeric(16,6)",NULL,,,,,
WG_CORR_FUNDING,AM_CURT_OVRD,"numeric(16,6)",NULL,,,,,
WG_CORR_FUNDING,TOTAL_PRICE_AMOUNT,"decimal(18,3)",NULL,,,,,
WG_CORR_FUNDING,TOTAL_FEES_ADJS,"decimal(18,3)",NULL,,,,,
WG_CORR_FUNDING,NET_ESCROW_AMT,"decimal(18,3)",NULL,,,,,
WG_CORR_FUNDING,CORS_INTEREST_PAID,"decimal(18,3)",NULL,,,,,
WG_CORR_FUNDING,TOTAL_WIRE_AMOUNT,"decimal(18,3)",NULL,,,,,
WG_CORR_FUNDING,SELWIRE_ACCOUNT,int,NULL,,,,,
GF_TL_PNP_IPG_DETAIL,LNUM,nchar(20),NOT NULL,Yes,,,Yes,
GF_TL_PNP_IPG_DETAIL,INVESTOR_CODE,nvarchar(4),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,PRODUCT_CODE,nvarchar(4),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,PROGRAM_CODE,nvarchar(4),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,PRICE_GROUP_CODE,nvarchar(4),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,IPG_NAME,nvarchar(240),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,S_SEC_MANAGE_TYPE,nvarchar(8),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,S_SEC_LOAN_TYPE,nvarchar(8),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,S_SEC_POOL_TYPE,nvarchar(8),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,S_PREPAY_PEN,nvarchar(8),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,OVER_ALLOW_PCT,"decimal(16,6)",NULL,,,,,
GF_TL_PNP_IPG_DETAIL,SHORT_ALLOW_PCT,"decimal(16,6)",NULL,,,,,
GF_TL_PNP_IPG_DETAIL,OVER_SPLIT_PCT,"decimal(16,6)",NULL,,,,,
GF_TL_PNP_IPG_DETAIL,SHORT_SPLIT_PCT,"decimal(16,6)",NULL,,,,,
GF_TL_PNP_IPG_DETAIL,REQUIRES_MERS,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,REQUIRES_MI,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,ONE_TIMECLOSE_CONST,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,INTERIM_CONSTRUCTION,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,ASSUMABLE,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,CONV_PERIOD_ST,smallint,NULL,,,,,
GF_TL_PNP_IPG_DETAIL,CONV_PERIOD_END,smallint,NULL,,,,,
GF_TL_PNP_IPG_DETAIL,EZD_PRODUCT,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,HMDA_REPORTABLE,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,BUYDOWN_ALLOWED,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,HELOC_ALLOW_YN,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,PROD_PROF_TRUE,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,PRICE_NAME,nvarchar(240),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,ALLOW_DPA,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,AVAIL_BTOC,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,FIRST_LOCK_IND,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,OLD_AGENCY_NUM_IND,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,PRODUCT_IDENTIFIER,nvarchar(80),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,S_AUS_IND,nvarchar(8),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,S_SERVICE_TYPE,nvarchar(8),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,SERVICING_INTERFACE_IND,nvarchar(30),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,SERVICING_LOCATION,nvarchar(20),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,SUB_PRIME_IND,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,MI_REQUIRE,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,INTEREST_ONLY_PRODUCT,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,S_SPEC_PROG,nvarchar(8),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,CRA_REPORT,nchar(1),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,INV_CODE_OVR,nvarchar(4),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,INV_PROD_CODE_OVR,nvarchar(4),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,INV_PROG_CODE_OVR,nvarchar(4),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,INV_NAME_OVR,nvarchar(40),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,INV_PROD_NAME_OVR,nvarchar(40),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,INV_PROG_NAME_OVR,nvarchar(40),NULL,,,,,
GF_TL_PNP_IPG_DETAIL,INV_PRICE_NAME_OVR,nvarchar(40),NULL,,,,,
