Entity Name,Table Name,Entity/Table Definition,Attribute Name,Column Name,Column Index,Attribute/Column Definition,Column Datatype,Column Null Option,Primary Key,Restricted,PII,HashKey,ShortName
rule_config,rule_config,,config_key,config_key,1,,varchar(40),NOT NULL,Yes,,,Yes,
rule_config,rule_config,,config_value,config_value,2,,text,NULL,,,,,
rule_config,rule_config,,last_updated_stamp,last_updated_stamp,3,,datetime,NULL,,,,,
product_parameter_set,product_parameter_set,,product_parameter_set_id,product_parameter_set_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
product_parameter_set,product_parameter_set,,comments,comments,1,,text,NULL,,,,,
product_parameter_set,product_parameter_set,,product_id,product_id,2,,varchar(40),NULL,,,,,
product_parameter_set,product_parameter_set,,customer_party_id,customer_party_id,3,,varchar(40),NULL,,,,,
product_parameter_set,product_parameter_set,,last_updated_stamp,last_updated_stamp,4,,datetime,NULL,,,,,
person,person,,party_id,party_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
person,person,,salutation,salutation,1,,text,NULL,,,,,
person,person,,first_name,first_name,2,,nvarchar(50),NULL,,,Yes,,
person,person,,middle_name,middle_name,3,,text,NULL,,,Yes,,
person,person,,last_name,last_name,4,,nvarchar(50),NULL,,,Yes,,
person,person,,personal_title,personal_title,5,,text,NULL,,,,,
person,person,,suffix,suffix,6,,text,NULL,,,,,
person,person,,nickname,nickname,7,,text,NULL,,,,,
person,person,,gender,gender,8,,char(1),NULL,,,Yes,,
person,person,,birth_date,birth_date,9,,date,NULL,,,Yes,,
person,person,,deceased_date,deceased_date,10,,date,NULL,,,,,
person,person,,height,height,11,,float,NULL,,,,,
person,person,,weight,weight,12,,float,NULL,,,,,
person,person,,mothers_maiden_name,mothers_maiden_name,13,,text,NULL,,Yes,,,
person,person,,marital_status_enum_id,marital_status_enum_id,14,,varchar(40),NULL,,,,,
person,person,,employment_status_enum_id,employment_status_enum_id,15,,varchar(40),NULL,,,,,
person,person,,residence_status_enum_id,residence_status_enum_id,16,,varchar(40),NULL,,,,,
person,person,,occupation,occupation,17,,text,NULL,,,,,
person,person,,last_updated_stamp,last_updated_stamp,18,,datetime,NULL,,,,,
artifact_authz,artifact_authz,,artifact_authz_id,artifact_authz_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
artifact_authz,artifact_authz,,user_group_id,user_group_id,1,,varchar(40),NULL,,,,,
artifact_authz,artifact_authz,,artifact_group_id,artifact_group_id,2,,varchar(40),NULL,,,,,
artifact_authz,artifact_authz,,authz_type_enum_id,authz_type_enum_id,3,,varchar(40),NULL,,,,,
artifact_authz,artifact_authz,,authz_action_enum_id,authz_action_enum_id,4,,varchar(40),NULL,,,,,
artifact_authz,artifact_authz,,authz_service_name,authz_service_name,5,,text,NULL,,,,,
artifact_authz,artifact_authz,,last_updated_stamp,last_updated_stamp,6,,datetime,NULL,,,,,
market_interest,market_interest,,product_category_id,product_category_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
market_interest,market_interest,,market_segment_id,market_segment_id,1,,varchar(40),NOT NULL,Yes,,,Yes,
market_interest,market_interest,,from_date,from_date,2,,datetime,NOT NULL,Yes,,,Yes,
market_interest,market_interest,,thru_date,thru_date,3,,datetime,NULL,,,,,
market_interest,market_interest,,last_updated_stamp,last_updated_stamp,4,,datetime,NULL,,,,,
tag_type,tag_type,,tag_type_id,tag_type_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
tag_type,tag_type,,name,name,1,,varchar(63),NULL,,,,,
tag_type,tag_type,,tooltip,tooltip,2,,text,NULL,,,,,
tag_type,tag_type,,owner_party_id,owner_party_id,3,,varchar(40),NULL,,,,,
tag_type,tag_type,,last_updated_stamp,last_updated_stamp,4,,datetime,NULL,,,,,
form_list_find_user_group,form_list_find_user_group,,form_list_find_id,form_list_find_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
form_list_find_user_group,form_list_find_user_group,,user_group_id,user_group_id,1,,varchar(40),NOT NULL,Yes,,,Yes,
form_list_find_user_group,form_list_find_user_group,,last_updated_stamp,last_updated_stamp,2,,datetime,NULL,,,,,
product_dimension_type,product_dimension_type,,dimension_type_id,dimension_type_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
product_dimension_type,product_dimension_type,,description,description,1,,text,NULL,,,,,
product_dimension_type,product_dimension_type,,uom_type_enum_id,uom_type_enum_id,2,,varchar(40),NULL,,,,,
product_dimension_type,product_dimension_type,,default_uom_id,default_uom_id,3,,varchar(40),NULL,,,,,
product_dimension_type,product_dimension_type,,last_updated_stamp,last_updated_stamp,4,,datetime,NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,asset_type_gl_account_id,asset_type_gl_account_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
asset_type_gl_account,asset_type_gl_account,,asset_type_enum_id,asset_type_enum_id,1,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,class_enum_id,class_enum_id,2,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,asset_id,asset_id,3,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,organization_party_id,organization_party_id,4,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,asset_gl_account_id,asset_gl_account_id,5,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,wip_asset_gl_account_id,wip_asset_gl_account_id,6,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,receipt_gl_account_id,receipt_gl_account_id,7,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,issuance_gl_account_id,issuance_gl_account_id,8,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,transfer_gl_account_id,transfer_gl_account_id,9,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,acc_depreciation_gl_account_id,acc_depreciation_gl_account_id,10,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,depreciation_gl_account_id,depreciation_gl_account_id,11,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,profit_gl_account_id,profit_gl_account_id,12,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,loss_gl_account_id,loss_gl_account_id,13,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,receipt_trans_type_enum_id,receipt_trans_type_enum_id,14,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,issuance_trans_type_enum_id,issuance_trans_type_enum_id,15,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,shrinkage_gl_account_id,shrinkage_gl_account_id,16,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,found_gl_account_id,found_gl_account_id,17,,varchar(40),NULL,,,,,
asset_type_gl_account,asset_type_gl_account,,last_updated_stamp,last_updated_stamp,18,,datetime,NULL,,,,,
payment_gateway_config,payment_gateway_config,,payment_gateway_config_id,payment_gateway_config_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
payment_gateway_config,payment_gateway_config,,payment_gateway_type_enum_id,payment_gateway_type_enum_id,1,,varchar(40),NULL,,,,,
payment_gateway_config,payment_gateway_config,,description,description,2,,text,NULL,,,,,
payment_gateway_config,payment_gateway_config,,authorize_service_name,authorize_service_name,3,,text,NULL,,,,,
payment_gateway_config,payment_gateway_config,,capture_service_name,capture_service_name,4,,text,NULL,,,,,
payment_gateway_config,payment_gateway_config,,release_service_name,release_service_name,5,,text,NULL,,,,,
payment_gateway_config,payment_gateway_config,,refund_service_name,refund_service_name,6,,text,NULL,,,,,
payment_gateway_config,payment_gateway_config,,details_service_name,details_service_name,7,,text,NULL,,,,,
payment_gateway_config,payment_gateway_config,,last_updated_stamp,last_updated_stamp,8,,datetime,NULL,,,,,
order_item_form_response,order_item_form_response,,order_id,order_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
order_item_form_response,order_item_form_response,,order_item_seq_id,order_item_seq_id,1,,varchar(40),NOT NULL,Yes,,,Yes,
order_item_form_response,order_item_form_response,,form_response_id,form_response_id,2,,varchar(40),NOT NULL,Yes,,,Yes,
order_item_form_response,order_item_form_response,,party_id,party_id,3,,varchar(40),NULL,,,,,
order_item_form_response,order_item_form_response,,role_type_id,role_type_id,4,,varchar(40),NULL,,,,,
order_item_form_response,order_item_form_response,,last_updated_stamp,last_updated_stamp,5,,datetime,NULL,,,,,
instance_image_type,instance_image_type,,image_type_id,image_type_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
instance_image_type,instance_image_type,,description,description,1,,text,NULL,,,,,
instance_image_type,instance_image_type,,default_init_command,default_init_command,2,,text,NULL,,,,,
instance_image_type,instance_image_type,,default_network_mode,default_network_mode,3,,varchar(63),NULL,,,,,
instance_image_type,instance_image_type,,last_updated_stamp,last_updated_stamp,4,,datetime,NULL,,,,,
elasticsearch_report,elasticsearch_report,,report_id,report_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
elasticsearch_report,elasticsearch_report,,index_name,index_name,1,,varchar(63),NULL,,,,,
elasticsearch_report,elasticsearch_report,,report_name,report_name,2,,varchar(63),NULL,,,,,
elasticsearch_report,elasticsearch_report,,aggregation,aggregation,3,,text,NULL,,,,,
elasticsearch_report,elasticsearch_report,,chart_type,chart_type,4,,varchar(63),NULL,,,,,
elasticsearch_report,elasticsearch_report,,enabled,enabled,5,,char(1),NULL,,,,,
elasticsearch_report,elasticsearch_report,,last_updated_stamp,last_updated_stamp,6,,datetime,NULL,,,,,
product_store_agreement,product_store_agreement,,product_store_id,product_store_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
product_store_agreement,product_store_agreement,,agreement_id,agreement_id,1,,varchar(40),NOT NULL,Yes,,,Yes,
product_store_agreement,product_store_agreement,,create_service_register_id,create_service_register_id,2,,varchar(40),NULL,,,,,
product_store_agreement,product_store_agreement,,from_date,from_date,3,,datetime,NULL,,,,,
product_store_agreement,product_store_agreement,,thru_date,thru_date,4,,datetime,NULL,,,,,
product_store_agreement,product_store_agreement,,sequence_num,sequence_num,5,,"numeric(20,0)",NULL,,,,,
product_store_agreement,product_store_agreement,,last_updated_stamp,last_updated_stamp,6,,datetime,NULL,,,,,
condition_set,condition_set,,condition_set_id,condition_set_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
condition_set,condition_set,,description,description,1,,text,NULL,,,,,
condition_set,condition_set,,last_updated_stamp,last_updated_stamp,2,,datetime,NULL,,,,,
product,product,,product_id,product_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
product,product,,pseudo_id,pseudo_id,1,,varchar(63),NULL,,,,,
product,product,,product_type_enum_id,product_type_enum_id,2,,varchar(40),NULL,,,,,
product,product,,product_class_enum_id,product_class_enum_id,3,,varchar(40),NULL,,,,,
product,product,,asset_type_enum_id,asset_type_enum_id,4,,varchar(40),NULL,,,,,
product,product,,asset_class_enum_id,asset_class_enum_id,5,,varchar(40),NULL,,,,,
product,product,,status_id,status_id,6,,varchar(40),NULL,,,,,
product,product,,owner_party_id,owner_party_id,7,,varchar(40),NULL,,,,,
product,product,,product_name,product_name,8,,text,NULL,,,,,
product,product,,description,description,9,,text,NULL,,,,,
product,product,,comments,comments,10,,text,NULL,,,,,
product,product,,sales_introduction_date,sales_introduction_date,11,,datetime,NULL,,,,,
product,product,,sales_discontinuation_date,sales_discontinuation_date,12,,datetime,NULL,,,,,
product,product,,sales_disc_when_not_avail,sales_disc_when_not_avail,13,,char(1),NULL,,,,,
product,product,,support_discontinuation_date,support_discontinuation_date,14,,datetime,NULL,,,,,
product,product,,require_inventory,require_inventory,15,,char(1),NULL,,,,,
product,product,,charge_shipping,charge_shipping,16,,char(1),NULL,,,,,
product,product,,signature_required_enum_id,signature_required_enum_id,17,,varchar(40),NULL,,,,,
product,product,,shipping_insurance_reqd,shipping_insurance_reqd,18,,char(1),NULL,,,,,
product,product,,in_shipping_box,in_shipping_box,19,,char(1),NULL,,,,,
product,product,,default_shipment_box_type_id,default_shipment_box_type_id,20,,varchar(40),NULL,,,,,
product,product,,taxable,taxable,21,,char(1),NULL,,,,,
product,product,,tax_code,tax_code,22,,varchar(63),NULL,,,,,
product,product,,returnable,returnable,23,,char(1),NULL,,,,,
product,product,,amount_uom_id,amount_uom_id,24,,varchar(40),NULL,,,,,
product,product,,amount_fixed,amount_fixed,25,,"numeric(26,6)",NULL,,,,,
product,product,,amount_require,amount_require,26,,char(1),NULL,,,,,
product,product,,origin_geo_id,origin_geo_id,27,,varchar(40),NULL,,,,,
product,product,,payment_constant,payment_constant,28,,"numeric(25,5)",NULL,,,,,
product,product,,payment_rounding,payment_rounding,29,,"numeric(25,5)",NULL,,,,,
product,product,,screen_flow_id,screen_flow_id,30,,varchar(40),NULL,,,,,
product,product,,last_updated_stamp,last_updated_stamp,31,,datetime,NULL,,,,,
geo,geo,,geo_id,geo_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
geo,geo,,geo_type_enum_id,geo_type_enum_id,1,,varchar(40),NULL,,,,,
geo,geo,,geo_name,geo_name,2,,text,NULL,,,,,
geo,geo,,geo_name_local,geo_name_local,3,,text,NULL,,,,,
geo,geo,,geo_code_alpha2,geo_code_alpha2,4,,varchar(63),NULL,,,,,
geo,geo,,geo_code_alpha3,geo_code_alpha3,5,,varchar(63),NULL,,,,,
geo,geo,,geo_code_numeric,geo_code_numeric,6,,varchar(63),NULL,,,,,
geo,geo,,well_known_text,well_known_text,7,,text,NULL,,,,,
geo,geo,,last_updated_stamp,last_updated_stamp,8,,datetime,NULL,,,,,
screen_theme_resource,screen_theme_resource,,screen_theme_id,screen_theme_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
screen_theme_resource,screen_theme_resource,,sequence_num,sequence_num,1,,"numeric(20,0)",NOT NULL,Yes,,,Yes,
screen_theme_resource,screen_theme_resource,,resource_type_enum_id,resource_type_enum_id,2,,varchar(40),NULL,,,,,
screen_theme_resource,screen_theme_resource,,resource_value,resource_value,3,,text,NULL,,,,,
screen_theme_resource,screen_theme_resource,,last_updated_stamp,last_updated_stamp,4,,datetime,NULL,,,,,
entity_filter,entity_filter,,entity_filter_id,entity_filter_id,0,,varchar(40),NOT NULL,Yes,,,Yes,
entity_filter,entity_filter,,entity_filter_set_id,entity_filter_set_id,1,,varchar(40),NULL,,,,,
entity_filter,entity_filter,,entity_name,entity_name,2,,text,NULL,,,,,
