TableName,ColumnName,DataType,NotNull,PrimaryKey,Restricted,PII,TableName,ColumnName,DataType,NotNull,PrimaryKey,Restricted,PII
DU4LOAN,EQUITYLN,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,S_ARMNUM,nvarchar(8),False,False,False,False,,,,False,False,False,False
DU4LOAN,ESCROWWV,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,IMPRTACT,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,MORNETID,nvarchar(10),False,False,False,False,,,,False,False,False,False
DU4LOAN,NEWCRRPT,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,RPTTYPE,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,LWMDFLAG,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,QUALIFY,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,AUTOCOPY,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,HOMEBUYED,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,S_CRAGENCY,nvarchar(8),False,False,False,False,,,,False,False,False,False
DU4LOAN,INSTID,nvarchar(20),False,False,False,False,,,,False,False,False,False
DU4LOAN,FINDSERL,int,False,False,False,False,,,,False,False,False,False
DU4LOAN,FINDDBID,nchar(5),False,False,False,False,,,,False,False,False,False
DU4LOAN,S_LNDOCTYPE,nvarchar(8),False,False,False,False,,,,False,False,False,False
DU4LOAN,S_DNPYMTOPT,nvarchar(8),False,False,False,False,,,,False,False,False,False
DU4LOAN,S_MIINSURER,nvarchar(8),False,False,False,False,,,,False,False,False,False
DU4LOAN,PRDCTPLANNO,nvarchar(5),False,False,False,False,,,,False,False,False,False
DU4LOAN,RESTRICTPREPYMT,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,MORTCREDITCERT,"decimal(16,6)",False,False,False,False,,,,False,False,False,False
DU4LOAN,S_REPYMTTYPE,nvarchar(8),False,False,False,False,,,,False,False,False,False
DU4LOAN,SUMMARYFLG,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,S_INDEXTYPE,nvarchar(8),False,False,False,False,,,,False,False,False,False
DU4LOAN,S_ACTSECTION,nvarchar(8),False,False,False,False,,,,False,False,False,False
DU4LOAN,REQUESTTYPE,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,RECCODE,nvarchar(3),False,False,False,False,,,,False,False,False,False
DU4LOAN,CRLOG_DBID,nchar(5),False,False,False,False,,,,False,False,False,False
DU4LOAN,CRLOG_SER,int,False,False,False,False,,,,False,False,False,False
DU4LOAN,UWCHK_DBID,nchar(5),False,False,False,False,,,,False,False,False,False
DU4LOAN,UWCHK_SER,int,False,False,False,False,,,,False,False,False,False
DU4LOAN,IMPLOG_DBID,nchar(5),False,False,False,False,,,,False,False,False,False
DU4LOAN,IMPLOG_SER,int,False,False,False,False,,,,False,False,False,False
DU4LOAN,SBAERR_DBID,nchar(5),False,False,False,False,,,,False,False,False,False
DU4LOAN,SBAERR_SER,int,False,False,False,False,,,,False,False,False,False
DU4LOAN,HTMLFIND_DBID,nchar(5),False,False,False,False,,,,False,False,False,False
DU4LOAN,HTMLFIND_SERL,int,False,False,False,False,,,,False,False,False,False
DU4LOAN,VALIDATION_ID,nvarchar(30),False,False,False,False,,,,False,False,False,False
DU4LOAN,STANDARD_LCOR,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,AGENCYSPLPRODUCTS,nvarchar(25),False,False,False,False,,,,False,False,False,False
DU4LOAN,AFFORDABLELTV,nchar(1),False,False,False,False,,,,False,False,False,False
DU4LOAN,S_ACT_EST_INDICATOR,nvarchar(8),False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,LNUM,nchar(20),True,True,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,BNUM,smallint,True,True,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,DBID,nchar(5),True,True,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,RESPONSEID,int,True,True,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,CREDITRESPONSEID,int,True,True,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,BEGIN_DT,datetime,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,END_DT,datetime,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,PR_SEG_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,COLL_SEG_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,LOW_HIGH_CRED_AMT,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,HIGH_HIGH_CRED_AMT,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,ACCTS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_ONES_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_SIXES_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_TWOS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_SEVENS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_THREES_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_EIGHTS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_FOURS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_NINES_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_FIVES_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,MOP_RT_OTHERS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,HIST_RT_TWOS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,HIST_RT_SEVENS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,HIST_RT_THREES_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,HIST_RT_EIGHTS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,HIST_RT_FOURS_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,HIST_RT_NINES_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,HIST_RT_FIVES_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,HIST_RT_SIXES_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,INQUIRY_ALERT_IND,nchar(1),False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,INQUIRY_NUM,smallint,False,False,False,False,,,,False,False,False,False
GF_TLB_EQ_RES_SUMMARY,SINCE_DT,datetime,False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,LNUM,nchar(20),True,True,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAUTIL,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VACAIVR,nvarchar(35),False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAFED1,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAFED2,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VASTATE1,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VASTATE2,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAOTHER,nvarchar(35),False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAOTHER1,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAOTHER2,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VARETIRE1,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VARETIRE2,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VADEDUCT1,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VADEDUCT2,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VADEDUCT,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,NETPAY1,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,NETPAY2,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VANETPAY,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,OTHERINC1,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,OTHERINC2,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAOTHERINC,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAGROSS1,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAGROSS2,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAGROSS,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAINC1,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAINC2,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAINCOME,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VADEBTS,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VANET,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VASHELTER,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,VAPROP,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,BNUM,smallint,True,True,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,DBID,nchar(5),True,True,False,False,,,,False,False,False,False
GF_TLB_VA_ANALYSIS,SATIS_CREDIT,nchar(1),False,False,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,LNUM,nchar(20),True,True,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,BNUM,smallint,True,True,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,DBID,nchar(5),True,True,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,RESPONSEID,int,True,True,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,CREDITRESPONSEID,int,True,True,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,SUB_ADDRESS1,nvarchar(30),False,False,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,SUB_ADDRESS2,nvarchar(30),False,False,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,SUB_CITY,nvarchar(28),False,False,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,SUB_STATE,nchar(2),False,False,False,False,,,,False,False,False,False
GF_TLB_TU_RES_SUB_ADDR,SUB_ZIP_CODE,nvarchar(9),False,False,False,False,,,,False,False,False,False
WG_CM_WAREHOUSE,LNUM,nchar(20),True,True,False,False,,,,False,False,False,False
WG_CM_WAREHOUSE,ABA_NUMBER,nvarchar(35),False,False,False,False,,,,False,False,False,False
WG_CM_WAREHOUSE,ACCOUNT_NAME,nvarchar(25),False,False,False,False,,,,False,False,False,False
WG_CM_WAREHOUSE,BANK_NAME,nvarchar(250),False,False,False,False,,,,False,False,False,False
WG_CM_WAREHOUSE,BANK_CITY,nvarchar(25),False,False,False,False,,,,False,False,False,False
WG_CM_WAREHOUSE,BANK_STATE,nvarchar(25),False,False,False,False,,,,False,False,False,False
WG_CM_WAREHOUSE,REFERENCE,nvarchar(50),False,False,False,False,,,,False,False,False,False
WG_CM_WAREHOUSE,ACCOUNT_NUMBER,nvarchar(35),False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,LNUM,nchar(20),True,True,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,MKT_VACANCY,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,MKT_ASK_RENT,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,MKT_UNEMPLOYMENT,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,MKT_PREV_QTR_VACANCY,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,MKT_PREV_QTR_ASK_RNT,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,MKT_INVENTORY_UNITS,"numeric(16,6)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,MKT_ABSORB_UNITS,"numeric(16,6)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_AVG_HH_INCOME,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_GRTH_RATE_PAST,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_POP_INC_RADIUS,nvarchar(50),False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_MED_HH_INCOME,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_GRTH_RATE_NEXT,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_POPULATION,"numeric(16,6)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_ASK_RENT,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_PREV_QTR_VACANCY,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_PREV_QTR_ASK_RNT,"decimal(18,3)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_INVENTORY_UNITS,"numeric(16,6)",False,False,False,False,,,,False,False,False,False
WG_CM_UW_NARRATIVE_MKT,SMKT_ABSORB_UNITS,"numeric(16,6)",False,False,False,False,,,,False,False,False,False
WG_CONDITION_METADATA_BK896602,DBID,nchar(5),True,False,False,False,,,,False,False,False,False
WG_CONDITION_METADATA_BK896602,SERNO,int,True,False,False,False,,,,False,False,False,False
WG_CONDITION_METADATA_BK896602,S_COND_META1,nvarchar(8),False,False,False,False,,,,False,False,False,False
WG_CONDITION_METADATA_BK896602,S_COND_META2,nvarchar(8),False,False,False,False,,,,False,False,False,False
WG_CONDITION_METADATA_BK896602,S_COND_META3,nvarchar(8),False,False,False,False,,,,False,False,False,False
WG_COMP_EASE_LEGISLATION,LNUM,nchar(20),True,True,False,False,,,,False,False,False,False
WG_COMP_EASE_LEGISLATION,DBID,nchar(5),True,True,False,False,,,,False,False,False,False
WG_COMP_EASE_LEGISLATION,RESPONSEID,int,True,True,False,False,,,,False,False,False,False
WG_COMP_EASE_LEGISLATION,LEGIS_COUNTER,int,True,True,False,False,,,,False,False,False,False
WG_COMP_EASE_LEGISLATION,LEGIS_ID,nvarchar(50),False,False,False,False,,,,False,False,False,False
WG_COMP_EASE_LEGISLATION,LEGIS_NAME,nvarchar(200),False,False,False,False,,,,False,False,False,False
WG_COMP_EASE_LEGISLATION,LEGIS_IND,nvarchar(20),False,False,False,False,,,,False,False,False,False
WG_COMPLIANCE_RESPONSE,LNUM,nchar(20),True,True,False,False,,,,False,False,False,False
WG_COMPLIANCE_RESPONSE,DBID,nchar(5),True,True,False,False,,,,False,False,False,False
WG_COMPLIANCE_RESPONSE,RESPONSEID,int,True,True,False,False,,,,False,False,False,False
WG_COMPLIANCE_RESPONSE,CEID,nvarchar(15),False,False,False,False,,,,False,False,False,False
WG_COMPLIANCE_RESPONSE,DISCLOSURE_ID,nvarchar(15),False,False,False,False,,,,False,False,False,False
WG_COMMENTS_REQUEST,LNUM,nchar(20),True,True,False,False,,,,False,False,False,False
WG_COMMENTS_REQUEST,DBID,nchar(5),True,True,False,False,,,,False,False,False,False
WG_COMMENTS_REQUEST,REQUESTID,int,True,True,False,False,,,,False,False,False,False
WG_COMMENTS_REQUEST,MSGREQUESTID,nvarchar(80),True,True,False,False,,,,False,False,False,False
WG_COMMENTS_REQUEST,ORDERID,nvarchar(35),False,False,False,False,,,,False,False,False,False
WG_COMMENTS_REQUEST,COMMENTSENTDATE,datetime,False,False,False,False,,,,False,False,False,False
WG_COMMENTS_REQUEST,COMMENTS,nvarchar(500),False,False,False,False,,,,False,False,False,False
WG_COMMENTS_REQUEST,COMMENTSENTEREDBY,nvarchar(100),False,False,False,False,,,,False,False,False,False
WG_CORR_FEE_SETUP,CTR,int,True,True,False,False,,,,False,False,False,False
WG_CORR_FEE_SETUP,IDENTIFIER,nvarchar(8),False,False,False,False,,,,False,False,False,False
WG_CORR_FEE_SETUP,DISP_POSN,int,False,False,False,False,,,,False,False,False,False
WG_CORR_FEE_SETUP,INCLUDE,nchar(1),False,False,False,False,,,,False,False,False,False
WG_CORR_FEE_SETUP,DESCRIPTION,nvarchar(30),False,False,False,False,,,,False,False,False,False
WG_CORR_FEE_SETUP,AMOUNT,"numeric(16,6)",False,False,False,False,,,,False,False,False,False
WG_CORR_FEE_SETUP,VENDOR_FEE,nchar(1),False,False,False,False,,,,False,False,False,False
WG_CORR_FEE_SETUP,S_VENDOR_TYPE,nchar(8),False,False,False,False,,,,False,False,False,False
WG_CORR_FEE_SETUP,CID_VENDOR,int,False,False,False,False,,,,False,False,False,False
WG_CONFIG_PACKAGES_CATEGORY_TYPE,PACKAGEID,int,True,True,False,False,,,,False,False,False,False
WG_CONFIG_PACKAGES_CATEGORY_TYPE,ORDR,int,True,True,False,False,,,,False,False,False,False
WG_CONFIG_PACKAGES_CATEGORY_TYPE,PKGIMAGECATEGORY,nvarchar(8),True,False,False,False,,,,False,False,False,False
WG_CONFIG_PACKAGES_CATEGORY_TYPE,PKGIMAGETYPE,nvarchar(8),False,False,False,False,,,,False,False,False,False
WG_CONFIG_PACKAGES_CATEGORY_TYPE,DOCPROVIDER,nvarchar(100),False,False,False,False,,,,False,False,False,False
WG_CONFIG_PACKAGES_CATEGORY_TYPE,PROVIDERPACKAGE,nvarchar(100),False,False,False,False,,,,False,False,False,False
WG_CONFIG_PACKAGES_CATEGORY_TYPE,PRIORITY,nvarchar(20),False,False,False,False,,,,False,False,False,False
WG_CONFIG_GLOBALXML,CONFIGTYPE_ID,nvarchar(120),True,True,False,False,,,,False,False,False,False
WG_CONFIG_GLOBALXML,ROWSERIALNO,int,True,True,False,False,,,,False,False,False,False
WG_CONFIG_GLOBALXML,VALUE1,nvarchar(max),False,False,False,False,,,,False,False,False,False
WG_CONFIG_GLOBALXML,VALUE2,nvarchar(1),False,False,False,False,,,,False,False,False,False
