State,Change,Ordinal,Table Name,Column Name,Column Datatype,Column Null Option,Primary Key,Restricted,PII
Current,,5201,ADV_ACTN,DELCRDOB,nchar(1),NULL,,,
Current,,5202,ADV_ACTN,VRFYCRDT,nchar(1),NULL,,,
Current,,5203,ADV_ACTN,POORCRED,nchar(1),NULL,,,
Current,,5204,ADV_ACTN,CRDTREF,nchar(1),NULL,,,
Current,,5205,ADV_ACTN,LIMCRDT,nchar(1),NULL,,,
Current,,5206,ADV_ACTN,VRFYEMPL,nchar(1),NULL,,,
Current,,5207,ADV_ACTN,EMPLENG,nchar(1),NULL,,,
Current,,5208,ADV_ACTN,EMPLTEMP,nchar(1),NULL,,,
Current,,5209,ADV_ACTN,INSUFINC,nchar(1),NULL,,,
Current,,5210,ADV_ACTN,VRFYINCM,nchar(1),NULL,,,
Current,,5211,ADV_ACTN,INCEXCIN,nchar(1),NULL,,,
Current,,5212,ADV_ACTN,TEMPRES,nchar(1),NULL,,,
Current,,5213,ADV_ACTN,RESLENG,nchar(1),NULL,,,
Current,,5214,ADV_ACTN,VRFYRES,nchar(1),NULL,,,
Current,,5215,ADV_ACTN,DENY_HUD,nchar(1),NULL,,,
Current,,5216,ADV_ACTN,DENY_VA,nchar(1),NULL,,,
Current,,5217,ADV_ACTN,DENYFNMA,nchar(1),NULL,,,
Current,,5218,ADV_ACTN,DENFHLMC,nchar(1),NULL,,,
Current,,5219,ADV_ACTN,DENOTHR1,nchar(1),NULL,,,
Current,,5220,ADV_ACTN,DENOTH1D,nvarchar(40),NULL,,,
Current,,5221,ADV_ACTN,INSUFFND,nchar(1),NULL,,,
Current,,5222,ADV_ACTN,APPINCMP,nchar(1),NULL,,,
Current,,5223,ADV_ACTN,COLLSUFF,nchar(1),NULL,,,
Current,,5224,ADV_ACTN,CLT_PROP,nchar(1),NULL,,,
Current,,5225,ADV_ACTN,CLT_DATA,nchar(1),NULL,,,
Current,,5226,ADV_ACTN,CLT_APRL,nchar(1),NULL,,,
Current,,5227,ADV_ACTN,CLT_LEAS,nchar(1),NULL,,,
Current,,5228,ADV_ACTN,NOCREDIT,nchar(1),NULL,,,
Current,,5229,ADV_ACTN,NOCRDT_D,nvarchar(19),NULL,,,
Current,,5230,ADV_ACTN,OTHERBX1,nchar(1),NULL,,,
Current,,5231,ADV_ACTN,OTHRBX1D,nvarchar(80),NULL,,,
Current,,5232,ADV_ACTN,OTSDSOUR,nchar(1),NULL,,,
Current,,5233,ADV_ACTN,INFOBTND,nchar(1),NULL,,,
Current,,5234,ADV_ACTN,CRDT_OTH,nchar(1),NULL,,,
Current,,5235,ADV_ACTN,CRDTAGY1,nvarchar(25),NULL,,,
Current,,5236,ADV_ACTN,CRDT1AD1,nvarchar(35),NULL,,,
Current,,5237,ADV_ACTN,CRDT1AD2,nvarchar(35),NULL,,,
Current,,5238,ADV_ACTN,CRDTCTY1,nvarchar(25),NULL,,,
Current,,5239,ADV_ACTN,CRDTST1,nvarchar(2),NULL,,,
Current,,5240,ADV_ACTN,CRDTZIP1,nvarchar(10),NULL,,,
Current,,5241,ADV_ACTN,CRDTPH1,nvarchar(11),NULL,,,
Current,,5242,ADV_ACTN,CRDTAGY2,nvarchar(25),NULL,,,
Current,,5243,ADV_ACTN,CRDT2AD1,nvarchar(35),NULL,,,
Current,,5244,ADV_ACTN,CRDT2AD2,nvarchar(35),NULL,,,
Current,,5245,ADV_ACTN,CRDTCTY2,nvarchar(25),NULL,,,
Current,,5246,ADV_ACTN,CRDTST2,nvarchar(2),NULL,,,
Current,,5247,ADV_ACTN,CRDTZIP2,nvarchar(10),NULL,,,
Current,,5248,ADV_ACTN,CRDTPH2,nvarchar(11),NULL,,,
Current,,5249,ADV_ACTN,CRDTAGY3,nvarchar(25),NULL,,,
Current,,5250,ADV_ACTN,CRDT3AD1,nvarchar(35),NULL,,,
Current,,5251,ADV_ACTN,CRDT3AD2,nvarchar(35),NULL,,,
Current,,5252,ADV_ACTN,CRDTCTY3,nvarchar(25),NULL,,,
Current,,5253,ADV_ACTN,CRDTST3,nvarchar(2),NULL,,,
Current,,5254,ADV_ACTN,CRDTZIP3,nvarchar(10),NULL,,,
Current,,5255,ADV_ACTN,CRDTPH3,nvarchar(11),NULL,,,
Current,,5256,ADV_ACTN,ACTNSN,int,NULL,,,
Current,,5257,ADV_ACTN,ACTNDBID,nvarchar(5),NULL,,,
Current,,5258,ADV_ACTN,CRDTTF1,nvarchar(11),NULL,,,
Current,,5259,ADV_ACTN,COLLECTION,nchar(1),NULL,,,
Current,,5260,ADV_ACTN,FORECLOSURE,nchar(1),NULL,,,
Current,,5261,ADV_ACTN,OTHER2,nchar(1),NULL,,,
Current,,5262,ADV_ACTN,OTHER3,nchar(1),NULL,,,
Current,,5263,ADV_ACTN,OTHER4,nchar(1),NULL,,,
Current,,5264,ADV_ACTN,OTHER5,nchar(1),NULL,,,
Current,,5265,ADV_ACTN,OTHER2DESC,nvarchar(80),NULL,,,
Current,,5266,ADV_ACTN,OTHER3DESC,nvarchar(80),NULL,,,
Current,,5267,ADV_ACTN,OTHER4DESC,nvarchar(80),NULL,,,
Current,,5268,ADV_ACTN,OTHER5DESC,nvarchar(80),NULL,,,
Current,,5269,ADV_ACTN,CREDIT_INQUIRIES,nchar(1),NULL,,,
Current,,5270,ADV_ACTN,MAILED,nchar(1),NULL,,,
Current,,5271,ADV_ACTN,EMAILED,nchar(1),NULL,,,
Current,,5272,ADV_ACTN,DELIVERED,nchar(1),NULL,,,
Current,,5273,ADV_ACTN,INCAPPDBID,nchar(5),NULL,,,
Current,,5274,ADV_ACTN,INCAPPSERNO,int,NULL,,,
Current,,5275,ADV_ACTN,APP_WITHDRAWN,nchar(1),NULL,,,
Current,,5276,ADV_ACTN,NEVER_ON_REQ_TERMS,nchar(1),NULL,,,
Current,,5277,ADV_ACTN,OVRDCRDTAGY1,nvarchar(25),NULL,,,
Current,,5278,ADV_ACTN,OVRDCRDT1AD1,nvarchar(35),NULL,,,
Current,,5279,ADV_ACTN,OVRDCRDT1AD2,nvarchar(35),NULL,,,
Current,,5280,ADV_ACTN,OVRDCRDTCTY1,nvarchar(25),NULL,,,
Current,,5281,ADV_ACTN,OVRDCRDTST1,nvarchar(2),NULL,,,
Current,,5282,ADV_ACTN,OVRDCRDTPH1,nvarchar(11),NULL,,,
Current,,5283,ADV_ACTN,OVRDCRDTZIP1,nvarchar(10),NULL,,,
Current,,5284,ADV_ACTN,MTGINSDECLINED,nchar(1),NULL,,,
Current,,5285,ADV_ACTN,CTL_LOCORCOND,nchar(1),NULL,,,
Current,,5286,ADV_ACTN,CTL_LENSPFICPOL,nvarchar(250),NULL,,,
New,,68275,ADV_ACTN,REVBALHIGH,nchar(1),NULL,,,
New,,68276,ADV_ACTN,EXCESSOBLIG,nchar(1),NULL,,,
New,,68277,ADV_ACTN,IDVERIFY,nchar(1),NULL,,,
New,,68278,ADV_ACTN,NEWOBLIG,nchar(1),NULL,,,
New,,68279,ADV_ACTN,NOTELIGCUMEMBER,nchar(1),NULL,,,
Current,,3226,APPREQ,LNUM,nchar(20),NOT NULL,Yes,,
Current,,3227,APPREQ,DBID,nchar(5),NULL,,,
Current,,3228,APPREQ,SERIALNO,int,NULL,,,
Current,,3229,APPREQ,LOTDIM1,"decimal(16,6)",NULL,,,
Current,,3230,APPREQ,LOTDIM2,"decimal(16,6)",NULL,,,
Current,,3231,APPREQ,IRREGLR,nchar(1),NULL,,,
Current,,3232,APPREQ,IRRGDSC,nvarchar(20),NULL,,,
Current,,3233,APPREQ,SQRFEET,"decimal(16,6)",NULL,,,
Current,,3234,APPREQ,ACREAGE,"decimal(16,6)",NULL,,,
Current,,3235,APPREQ,ELECUTL,nchar(1),NULL,,,
Current,,3236,APPREQ,GASUTL,nchar(1),NULL,,,
Current,,3237,APPREQ,WATRUTL,nchar(1),NULL,,,
Current,,3238,APPREQ,SANUTL,nchar(1),NULL,,,
Current,,3239,APPREQ,TTLLIMTS,nvarchar(40),NULL,,,
Current,,3240,APPREQ,STACCESS,nchar(1),NULL,,,
Current,,3241,APPREQ,STMAINT,nchar(1),NULL,,,
Current,,3242,APPREQ,RANGE,nchar(1),NULL,,,
Current,,3243,APPREQ,FRIDGE,nchar(1),NULL,,,
Current,,3244,APPREQ,DISHWASH,nchar(1),NULL,,,
Current,,3245,APPREQ,CLTHWASH,nchar(1),NULL,,,
Current,,3246,APPREQ,DRYER,nchar(1),NULL,,,
Current,,3247,APPREQ,DISPOSAL,nchar(1),NULL,,,
Current,,3248,APPREQ,VENTFAN,nchar(1),NULL,,,
Current,,3249,APPREQ,WWCARPET,nchar(1),NULL,,,
Current,,3250,APPREQ,OTHEREQP,nchar(1),NULL,,,
Current,,3251,APPREQ,OEQPDESC,nvarchar(20),NULL,,,
Current,,3252,APPREQ,BLDSTAT,nchar(1),NULL,,,
Current,,3253,APPREQ,BLDTYPE,nchar(1),NULL,,,
Current,,3254,APPREQ,COMPINSP,nchar(1),NULL,,,
Current,,3255,APPREQ,PLANS,nchar(1),NULL,,,
Current,,3256,APPREQ,WARINC,nchar(1),NULL,,,
Current,,3257,APPREQ,WARNAME,nvarchar(20),NULL,,,
Current,,3258,APPREQ,EXPDATE,datetime,NULL,,,
Current,,3259,APPREQ,CNSTVRF,nchar(1),NULL,,,
Current,,3260,APPREQ,CNSTCOMP,datetime,NULL,,,
Current,,3261,APPREQ,BLDGNUM,int,NULL,,,
Current,,3262,APPREQ,MINRITES,nchar(1),NULL,,,
Current,,3263,APPREQ,PROPOCC,nvarchar(15),NULL,,,
Current,,3264,APPREQ,OWNRNAME,nvarchar(20),NULL,,,
Current,,3265,APPREQ,MNTHRENT,"decimal(18,3)",NULL,,,
Current,,3266,APPREQ,OCCNAME,nvarchar(20),NULL,,,
Current,,3267,APPREQ,HOMEPHN,nvarchar(10),NULL,,,
Current,,3268,APPREQ,BUSPHONE,nvarchar(14),NULL,,,
Current,,3269,APPREQ,KEYSAT,nvarchar(40),NULL,,,
Current,,3270,APPREQ,TIMAVAIL,nvarchar(15),NULL,,,
Current,,3271,APPREQ,AMPMINSP,nchar(1),NULL,,,
Current,,3272,APPREQ,LEASEIS,nvarchar(15),NULL,,,
Current,,3273,APPREQ,ANNRENT,"decimal(18,3)",NULL,,,
Current,,3274,APPREQ,VACONTNO,nvarchar(20),NULL,,,
Current,,3275,APPREQ,PURCHSEP,nchar(1),NULL,,,
Current,,3276,APPREQ,CONATT,nchar(1),NULL,,,
Current,,3277,APPREQ,FACTORY,nchar(1),NULL,,,
Current,,3278,APPREQ,PLANNO,nvarchar(20),NULL,,,
Current,,3279,APPREQ,ESTATE,nchar(1),NULL,,,
Current,,3280,APPREQ,FLOODDESC,nvarchar(10),NULL,,,
Current,,3281,APPREQ,FLOODFLAG,nchar(1),NULL,,,
Current,,3282,APPREQ,WARADDR,nvarchar(40),NULL,,,
Current,,3283,APPREQ,WARPHONE,nvarchar(14),NULL,,,
Current,,3284,APPREQ,MINEXPLAN,nvarchar(20),NULL,,,
Current,,3285,APPREQ,ORIGID,nvarchar(20),NULL,,,
Current,,3286,APPREQ,SPONSID,nvarchar(20),NULL,,,
Current,,3287,APPREQ,INSTCASE,nvarchar(20),NULL,,,
Current,,3288,APPREQ,BRKNAME,nvarchar(20),NULL,,,
Current,,3289,APPREQ,BRKHPHN,nvarchar(10),NULL,,,
Current,,3290,APPREQ,BRKBPHN,nvarchar(14),NULL,,,
Current,,3291,APPREQ,SECNUM,nvarchar(50),NULL,,,
Current,,3292,APPREQ,ASSGNDT,datetime,NULL,,,
Current,,3293,APPREQ,WARADDR2,nvarchar(40),NULL,,,
Current,,3294,APPREQ,WARCITY,nvarchar(40),NULL,,,
Current,,3295,APPREQ,WARSTATE,nchar(2),NULL,,,
Current,,3296,APPREQ,WARZIP,nvarchar(10),NULL,,,
Current,,3297,APPREQ,APPR_B2G_LIC_TYPE,nvarchar(8),NULL,,,
Current,,5576,ARMINFO,LNUM,nchar(20),NOT NULL,Yes,,
Current,,5577,ARMINFO,FLOOR,"decimal(16,6)",NULL,,,
Current,,5578,ARMINFO,CEILING,"decimal(16,6)",NULL,,,
Current,,5579,ARMINFO,MARGIN,"decimal(16,6)",NULL,,,
Current,,5580,ARMINFO,FRCD,datetime,NULL,,,
Current,,5581,ARMINFO,FPCD,datetime,NULL,,,
Current,,5582,ARMINFO,NRCD,datetime,NULL,,,
Current,,5583,ARMINFO,NPCD,datetime,NULL,,,
Current,,5584,ARMINFO,CNVTIBLE,nchar(1),NULL,,,
Current,,5585,ARMINFO,RRCODE,nchar(1),NULL,,,
Current,,5586,ARMINFO,PIRCF,nchar(1),NULL,,,
Current,,5587,ARMINFO,PIRC,"decimal(16,6)",NULL,,,
Current,,5588,ARMINFO,PIRCRDF,nchar(1),NULL,,,
Current,,5589,ARMINFO,PPCF,nchar(1),NULL,,,
Current,,5590,ARMINFO,PPC,"decimal(18,3)",NULL,,,
Current,,5591,ARMINFO,PPCRDF,"decimal(16,6)",NULL,,,
Current,,5592,ARMINFO,PMTINCR,"decimal(16,6)",NULL,,,
Current,,5593,ARMINFO,BALLDATE,datetime,NULL,,,
Current,,5594,ARMINFO,IDX,"decimal(16,6)",NULL,,,
Current,,5595,ARMINFO,PMTCOPT,nchar(1),NULL,,,
Current,,5596,ARMINFO,GEMINC,"decimal(18,3)",NULL,,,
Current,,5597,ARMINFO,GPMINC,"decimal(18,3)",NULL,,,
Current,,5598,ARMINFO,EQUALINC,"decimal(16,6)",NULL,,,
Current,,5599,ARMINFO,OPTMAN,nchar(1),NULL,,,
Current,,5600,ARMINFO,RTROUND,nchar(1),NULL,,,
Current,,5601,ARMINFO,RNDPERC,"decimal(16,6)",NULL,,,
Current,,5602,ARMINFO,EQPCINC,"decimal(16,6)",NULL,,,
Current,,5603,ARMINFO,RATEDCS,int,NULL,,,
Current,,5604,ARMINFO,RATEDCD,nvarchar(5),NULL,,,
Current,,5605,ARMINFO,RATEDCHK,nchar(1),NULL,,,
Current,,5606,ARMINFO,BASEMGN,"decimal(16,6)",NULL,,,
Current,,5607,ARMINFO,BASECEIL,"decimal(16,6)",NULL,,,
Current,,5608,ARMINFO,BASEFLR,"decimal(16,6)",NULL,,,
Current,,5609,ARMINFO,FIR,"decimal(16,6)",NULL,,,
Current,,5610,ARMINFO,MAXRTCAP,"decimal(16,6)",NULL,,,
Current,,5611,ARMINFO,PFRA,smallint,NULL,,,
Current,,5612,ARMINFO,PSRA,smallint,NULL,,,
Current,,5613,ARMINFO,PPPA,smallint,NULL,,,
Current,,5614,ARMINFO,NEGAMCAP,"decimal(16,6)",NULL,,,
Current,,5615,ARMINFO,RCASTTRM,smallint,NULL,,,
Current,,5616,ARMINFO,IDXOVERRIDE,"decimal(16,6)",NULL,,,
Current,,5617,ARMINFO,MAROVERRIDE,"decimal(16,6)",NULL,,,
Current,,5618,ARMINFO,CEILOVERRIDE,"decimal(16,6)",NULL,,,
Current,,5619,ARMINFO,FLROVERRIDE,"decimal(16,6)",NULL,,,
Current,,5620,ARMINFO,ORIGIDXDT,datetime,NULL,,,
Current,,5621,ARMINFO,CURRIDXDT,datetime,NULL,,,
Current,,5622,ARMINFO,IDXDTOVERRIDE,datetime,NULL,,,
Current,,5623,ARMINFO,RTCAPSUBS,"decimal(16,6)",NULL,,,
Current,,5624,ARMINFO,MINRTCAP,"decimal(16,6)",NULL,,,
Current,,5625,ARMINFO,BASEIDX,"decimal(16,6)",NULL,,,
Current,,5626,ARMINFO,MAXFIRSTDEC,"decimal(16,6)",NULL,,,
Current,,5627,ARMINFO,MAXSUBSDEC,"decimal(16,6)",NULL,,,
Current,,5628,ARMINFO,MAXPMTDEC,"decimal(16,6)",NULL,,,
Current,,5629,ARMINFO,CEILFCTR,"decimal(16,6)",NULL,,,
Current,,5630,ARMINFO,FLOORFCTR,"decimal(16,6)",NULL,,,
Current,,5631,ARMINFO,USEOVERRIDE,nchar(1),NULL,,,
Current,,5632,ARMINFO,RTCAPFIRST_OVRD,"decimal(16,6)",NULL,,,
Current,,5633,ARMINFO,RTCAPSUBS_OVRD,"decimal(16,6)",NULL,,,
Current,,5634,ARMINFO,MAXFIRSTDEC_OVRD,"decimal(16,6)",NULL,,,
Current,,5635,ARMINFO,MAXSUBSDEC_OVRD,"decimal(16,6)",NULL,,,
Current,,5636,ARMINFO,MAXRTCAP_OVRD,"decimal(16,6)",NULL,,,
Current,,5637,ARMINFO,MINRTCAP_OVRD,"decimal(16,6)",NULL,,,
Current,,5638,ARMINFO,MAXPMTINC_OVRD,"decimal(18,3)",NULL,,,
Current,,5639,ARMINFO,MAXPMTDEC_OVRD,"decimal(18,3)",NULL,,,
Current,,5640,ARMINFO,NEGAMCAP_OVRD,"decimal(16,6)",NULL,,,
Current,,5641,ARMINFO,PFRA_OVRD,int,NULL,,,
Current,,5642,ARMINFO,PSRA_OVRD,int,NULL,,,
Current,,5643,ARMINFO,PPPA_OVRD,int,NULL,,,
Current,,5644,ARMINFO,RCASTTRM_OVRD,int,NULL,,,
Current,,5645,ARMINFO,CEILINGTYPE_OVRD,nvarchar(20),NULL,,,
Current,,5646,ARMINFO,FLOORTYPE_OVRD,nvarchar(20),NULL,,,
Current,,5647,ARMINFO,RATEROUND_OVRD,nchar(1),NULL,,,
Current,,5648,ARMINFO,PFPADJ_OVRD,int,NULL,,,
Current,,5649,ARMINFO,PFPADJ,int,NULL,,,
Current,,5650,ARMINFO,INTONLYPD,int,NULL,,,
Current,,5651,ARMINFO,INDEX_DATE,datetime,NULL,,,
Current,,5652,ARMINFO,CURDIVSR,"decimal(16,6)",NULL,,,
Current,,5653,ARMINFO,IDXDIVSR,"decimal(16,6)",NULL,,,
Current,,5654,ARMINFO,MAX_1ST_ADJ_RATE,"decimal(16,6)",NULL,,,
Current,,5655,ARMINFO,MIN_1ST_ADJ_RATE,"decimal(16,6)",NULL,,,
Current,,5656,ARMINFO,FIR_MAX_MONTHLY_AMT,"decimal(18,3)",NULL,,,
Current,,5657,ARMINFO,S_FRE_INDEX_TYPE,nvarchar(8),NULL,,,
Current,,5658,ARMINFO,S_FNM_INDEX_TYPE,nvarchar(8),NULL,,,
Current,,5307,ASSETS,LNUM,nchar(20),NOT NULL,Yes,,
Current,,5308,ASSETS,BNUM,smallint,NOT NULL,Yes,,
Current,,5309,ASSETS,DBID,nchar(5),NOT NULL,Yes,,
Current,,5310,ASSETS,ASSETCTR,smallint,NOT NULL,Yes,,
Current,,5311,ASSETS,S_ASSET,nvarchar(8),NULL,,,
Current,,5312,ASSETS,ASSETDSC,nvarchar(100),NULL,,,
Current,,5313,ASSETS,ACCTNUM,nvarchar(35),NULL,,,
Current,,5314,ASSETS,HOLDER,nvarchar(30),NULL,,,
Current,,5315,ASSETS,HADDR1,nvarchar(35),NULL,,,
Current,,5316,ASSETS,HADDR2,nvarchar(35),NULL,,,
Current,,5317,ASSETS,HCITY,nvarchar(25),NULL,,,
Current,,5318,ASSETS,HSTATE,nchar(2),NULL,,,
Current,,5319,ASSETS,HZIP,nvarchar(10),NULL,,,
Current,,5320,ASSETS,HPHONE,nvarchar(11),NULL,,,
Current,,5321,ASSETS,HEXT,nvarchar(5),NULL,,,
Current,,5322,ASSETS,HFAX,nvarchar(11),NULL,,,
Current,,5323,ASSETS,ATTNOF,nvarchar(30),NULL,,,
Current,,5324,ASSETS,ACCTBAL,"decimal(18,3)",NULL,,,
Current,,5325,ASSETS,ACCTIN,nvarchar(30),NULL,,,
Current,,5326,ASSETS,LIFEFACE,"decimal(18,3)",NULL,,,
Current,,5327,ASSETS,VERIFY,nchar(1),NULL,,,
Current,,5328,ASSETS,ISSUER,nvarchar(30),NULL,,,
Current,,5329,ASSETS,SHARES,"decimal(16,6)",NULL,,,
Current,,5330,ASSETS,DIVIDEND,"decimal(18,3)",NULL,,,
Current,,5331,ASSETS,OMIT,nchar(1),NULL,,,
Current,,5332,ASSETS,ASSETVERIFIED,nchar(1),NULL,,,
Current,,5333,ASSETS,AUTO_MAKE_DESC,nvarchar(80),NULL,,,
Current,,5334,ASSETS,AUTO_MODEL_YEAR,nvarchar(4),NULL,,,
Current,,5335,ASSETS,OTHERASSETTYPEDESC,nvarchar(80),NULL,,,
Current,,5336,ASSETS,HCOUNTRY,nvarchar(35),NULL,,,
Current,,5337,ASSETS,ATS_ACCOUNT,nchar(1),NULL,,,
Current,,5338,ASSETS,ODP_ACCOUNT,nchar(1),NULL,,,
Current,,5339,ASSETS,ASSET_VERIFI_TYPE,nvarchar(8),NULL,,,
Current,,5340,ASSETS,ASSET_VERI_TYPE_DESC,nvarchar(80),NULL,,,
Current,,5341,ASSETS,ORDER_CHECK,nchar(1),NULL,,,
Current,,5342,ASSETS,RECORD_CREATED,nvarchar(35),NULL,,,
Current,,5343,ASSETS,FORMFREE_CTR,int,NULL,,,
Current,,5344,ASSETS,BUILDER_EARNEST,nchar(1),NULL,,,
Current,,5345,ASSETS,ASSET_INDICATOR,nchar(1),NULL,,,
Current,,5346,ASSETS,S_ACCOUNT_OWNERSHIP,nvarchar(8),NULL,,,
Current,,5347,ASSETS,S_GIFT_PRVDR_TYPE,nvarchar(8),NULL,,,
Current,,5348,ASSETS,GIFT_PRVDR_OTH_DESC,nvarchar(80),NULL,,,
Current,,5349,ASSETS,GIFT_DEPOSIT_STATUS,nchar(1),NULL,,,
Current,,3482,ASSETSYM,S_HOLDER,nvarchar(8),NOT NULL,Yes,,
Current,,3483,ASSETSYM,HLDRNAME,nvarchar(35),NULL,,,
Current,,3484,ASSETSYM,ADDR1,nvarchar(35),NULL,,,
Current,,3485,ASSETSYM,ADDR2,nvarchar(35),NULL,,,
Current,,3486,ASSETSYM,CITY,nvarchar(25),NULL,,,
Current,,3487,ASSETSYM,STATE,nchar(2),NULL,,,
Current,,3488,ASSETSYM,ZIP,nvarchar(10),NULL,,,
Current,,3489,ASSETSYM,PHONE,nvarchar(11),NULL,,,
Current,,3490,ASSETSYM,PHONEXT,nvarchar(6),NULL,,,
Current,,3491,ASSETSYM,ASSDESC,nvarchar(35),NULL,,,
