Table Name,Column Name,Column Datatype,Column Null Option,Primary Key,Restricted,PII
DCU_Monthly,original_p_i_amount_owed,"decimal(16,6)",NULL,,,
DCU_Monthly,paid_thru_date,int,NULL,,,
DCU_Monthly,paymnt_freqncy,nvarchar(50),NULL,,,
DCU_Monthly,portfolioidentifier,nvarchar(50),NULL,,,
DCU_Monthly,product_type,nvarchar(50),NULL,,,
DCU_Monthly,pti,"decimal(16,6)",NULL,,,
DCU_Monthly,rate_life_cap,int,NULL,,,
DCU_Monthly,rate_life_floor,int,NULL,,,
DCU_Monthly,recourse_flag,nchar(1),NULL,,,
DCU_Monthly,secured_flag,nchar(1),NULL,,,
DCU_Monthly,servicer,nvarchar(50),NULL,,,
DCU_Monthly,snapshot_date,int,NULL,,,
DCU_Monthly,subseq_reset_freq,int,NULL,,,
DCU_Monthly,tdr_flag,int,NULL,,,
DCU_Monthly,tdr_hist_flag,int,NULL,,,
DCU_Monthly,tdr_impairment_amt,int,NULL,,,
DCU_Monthly,vehicle_mfgr,nvarchar(50),NULL,,,
DCU_Monthly,vin,nvarchar(50),NULL,,,
DCU_Monthly,wala,int,NULL,,,
DCU_Monthly,wam,int,NULL,,,
