Entity Name,Table Name,Entity/Table Definition,Attribute Name,Column Name,Column Index,Attribute/Column Definition,Column Datatype,Column Null Option,Primary Key,Restricted,PII,HashKey,ShortName
CONSREFI,CONSREFI,,PREVIOUS_REFI_MONTHS,PREVIOUS_REFI_MONTHS,20,,int,NULL,,,,,
CONSREFI,CONSREFI,,CO_REFI_PURCH_CONST,CO_REFI_PURCH_CONST,21,,nchar(1),NULL,,,,,
CONSREFI,CONSREFI,,S_CONST_PERM_FEATURE,S_CONST_PERM_FEATURE,22,,nvarchar(8),NULL,,,,,
CONSREFI,CONSREFI,,S_FNM_REFI_PGM,S_FNM_REFI_PGM,23,,nvarchar(8),NULL,,,,,
CONSREFI,CONSREFI,,S_FRE_REFI_PGM,S_FRE_REFI_PGM,24,,nvarchar(8),NULL,,,,,
CONSREFI,CONSREFI,,LIMIT_DESC,LIMIT_DESC,25,,nvarchar(80),NULL,,,,,
CONSREFI,CONSREFI,,REFI_LOAN_ACCT_NBR,REFI_LOAN_ACCT_NBR,26,,nvarchar(20),NULL,,,,,
HELOC,HELOC,,LNUM,LNUM,0,,nchar(20),NOT NULL,Yes,,,,
HELOC,HELOC,,INTRORT,INTRORT,1,,"decimal(16,6)",NULL,,,,,
HELOC,HELOC,,MINITADV,MINITADV,2,,"decimal(18,3)",NULL,,,,,
HELOC,HELOC,,MOTHADV,MOTHADV,3,,"decimal(18,3)",NULL,,,,,
HELOC,HELOC,,DPR,DPR,4,,"decimal(16,6)",NULL,,,,,
HELOC,HELOC,,DRAWPER,DRAWPER,5,,int,NULL,,,,,
HELOC,HELOC,,WHENDUE,WHENDUE,6,,nvarchar(20),NULL,,,,,
HELOC,HELOC,,TAXLTV,TAXLTV,7,,"decimal(16,6)",NULL,,,,,
HELOC,HELOC,,SLNHOLD,SLNHOLD,8,,nvarchar(35),NULL,,,,,
HELOC,HELOC,,DRAWEXP,DRAWEXP,9,,datetime,NULL,,,,,
HELOC,HELOC,,TAXASAMT,TAXASAMT,10,,"decimal(18,3)",NULL,,,,,
HELOC,HELOC,,CTAXLTV,CTAXLTV,11,,"decimal(16,6)",NULL,,,,,
HELOC,HELOC,,NUM_CARDS,NUM_CARDS,12,,"decimal(16,6)",NULL,,,,,
HELOC,HELOC,,S_LOCTYPE,S_LOCTYPE,13,,nvarchar(8),NULL,,,,,
HELOC,HELOC,,ANNUAL_FEE,ANNUAL_FEE,14,,"decimal(16,6)",NULL,,,,,
HELOC,HELOC,,REPAY_MTHS,REPAY_MTHS,15,,int,NULL,,,,,
HELOC,HELOC,,TERMIN_FEE,TERMIN_FEE,16,,"decimal(18,3)",NULL,,,,,
HELOC,HELOC,,DRAWACCESS_FEE,DRAWACCESS_FEE,17,,"decimal(16,6)",NULL,,,,,
HELOC,HELOC,,S_FUNDS_TO_BE_DRAWN,S_FUNDS_TO_BE_DRAWN,18,,nvarchar(8),NULL,,,,,
HELOC,HELOC,,OVERDRAFT_PROTECTION,OVERDRAFT_PROTECTION,19,,nchar(1),NULL,,,,,
HELOC,HELOC,,ODP_ACCOUNT_NUMBER,ODP_ACCOUNT_NUMBER,20,,nvarchar(30),NULL,,,,,
HELOC,HELOC,,ODP_ROUTING_NUMBER,ODP_ROUTING_NUMBER,21,,nvarchar(30),NULL,,,,,
HELOC,HELOC,,ANNUAL_CALC_OVR,ANNUAL_CALC_OVR,22,,"decimal(16,6)",NULL,,,,,
HELOC,HELOC,,TERM_CALC_OVR,TERM_CALC_OVR,23,,"decimal(18,3)",NULL,,,,,
HELOC,HELOC,,S_REPAYMENT_METHOD,S_REPAYMENT_METHOD,24,,nvarchar(8),NULL,,,,,
INFO1008,INFO1008,,LNUM,LNUM,0,,nchar(20),NOT NULL,Yes,,,,
INFO1008,INFO1008,,BASEINC,BASEINC,1,,"numeric(18,3)",NULL,,,,,
INFO1008,INFO1008,,OTHERINC,OTHERINC,2,,"numeric(18,3)",NULL,,,,,
INFO1008,INFO1008,,POSINC,POSINC,3,,"decimal(16,6)",NULL,,,,,
INFO1008,INFO1008,,C_BASEINC,C_BASEINC,4,,"numeric(18,3)",NULL,,,,,
INFO1008,INFO1008,,C_OTHERINC,C_OTHERINC,5,,"numeric(18,3)",NULL,,,,,
INFO1008,INFO1008,,C_POSINC,C_POSINC,6,,"decimal(16,6)",NULL,,,,,
INFO1008,INFO1008,,TBASEINC,TBASEINC,7,,"numeric(18,3)",NULL,,,,,
INFO1008,INFO1008,,TOTHERINC,TOTHERINC,8,,"numeric(18,3)",NULL,,,,,
INFO1008,INFO1008,,TPOSINC,TPOSINC,9,,"decimal(16,6)",NULL,,,,,
INFO1008,INFO1008,,TBORINC,TBORINC,10,,"numeric(18,3)",NULL,,,,,
INFO1008,INFO1008,,TCBORINC,TCBORINC,11,,"numeric(18,3)",NULL,,,,,
INFO1008,INFO1008,,ALLINC,ALLINC,12,,"numeric(18,3)",NULL,,,,,
INFO1008,INFO1008,,FIRSTMORT,FIRSTMORT,13,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,SECMORT,SECMORT,14,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,HAZINS,HAZINS,15,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,TAXES,TAXES,16,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,MORTINS,MORTINS,17,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,ASSDUES,ASSDUES,18,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,LEASE,LEASE,19,,"decimal(16,6)",NULL,,,,,
INFO1008,INFO1008,,OTHEREXP,OTHEREXP,20,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,THOUSEXP,THOUSEXP,21,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,NEGCASH,NEGCASH,22,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,OTHERMTHY,OTHERMTHY,23,,"decimal(18,3)",NULL,,,,,
INFO1008,INFO1008,,ALLPMT,ALLPMT,24,,"decimal(18,3)",NULL,,,,,
PREVRES,PREVRES,,LNUM,LNUM,0,,nchar(20),NOT NULL,Yes,,,,
PREVRES,PREVRES,,BNUM,BNUM,1,,smallint,NOT NULL,Yes,,,,
PREVRES,PREVRES,,DBID,DBID,2,,nchar(5),NOT NULL,Yes,,,,
PREVRES,PREVRES,,RESCTR,RESCTR,3,,smallint,NOT NULL,Yes,,,,
PREVRES,PREVRES,,RESADD1,RESADD1,4,,nvarchar(100),NULL,,,,,
PREVRES,PREVRES,,RESADD2,RESADD2,5,,nvarchar(100),NULL,,,,,
PREVRES,PREVRES,,RESCITY,RESCITY,6,,nvarchar(25),NULL,,,,,
PREVRES,PREVRES,,RESST,RESST,7,,nchar(2),NULL,,,,,
PREVRES,PREVRES,,RESZIP,RESZIP,8,,nvarchar(10),NULL,,,,,
PREVRES,PREVRES,,S_OWNRNT,S_OWNRNT,9,,nvarchar(8),NULL,,,,,
PREVRES,PREVRES,,RESNMYRS,RESNMYRS,10,,"decimal(16,6)",NULL,,,,,
PREVRES,PREVRES,,ACCTPREV,ACCTPREV,11,,nvarchar(20),NULL,,,,,
PREVRES,PREVRES,,ACCTHLDR,ACCTHLDR,12,,nvarchar(35),NULL,,,,,
PREVRES,PREVRES,,RESCNTRY,RESCNTRY,13,,nvarchar(35),NULL,,,,,
PREVRES,PREVRES,,LANDCTR,LANDCTR,14,,smallint,NULL,,,,,
PREVRES,PREVRES,,RESCNTY,RESCNTY,15,,nvarchar(35),NULL,,,,,
PREVRES,PREVRES,,RES_FADDR_INDICATOR,RES_FADDR_INDICATOR,16,,nchar(1),NULL,,,,,
PREVRES,PREVRES,,RECORD_CREATED,RECORD_CREATED,17,,nvarchar(35),NULL,,,,,
PREVRES,PREVRES,,YRS_AT_PREV,YRS_AT_PREV,18,,int,NULL,,,,,
PREVRES,PREVRES,,MNTHS_AT_PREV,MNTHS_AT_PREV,19,,int,NULL,,,,,
PREVRES,PREVRES,,S_RES_UNIT_TYPE,S_RES_UNIT_TYPE,20,,nvarchar(8),NULL,,,,,
PREVRES,PREVRES,,RES_UNIT_NUM,RES_UNIT_NUM,21,,nvarchar(12),NULL,,,,,
PREVRES,PREVRES,,RES_CNTRY_CODE,RES_CNTRY_CODE,22,,nvarchar(2),NULL,,,,,
PREVRES,PREVRES,,PREV_STATE_FOREIN,PREV_STATE_FOREIN,23,,nvarchar(35),NULL,,,,,
PREVRES,PREVRES,,PREV_POSTCODE,PREV_POSTCODE,24,,nvarchar(12),NULL,,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,LNUM,LNUM,0,,nchar(20),NOT NULL,Yes,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,RESPONSEID,RESPONSEID,1,,int,NOT NULL,Yes,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,TITLERESPONSEID,TITLERESPONSEID,2,,int,NOT NULL,Yes,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,DBID,DBID,3,,nchar(5),NOT NULL,Yes,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,RECDOCID,RECDOCID,4,,int,NOT NULL,Yes,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,RECDOCEXTID,RECDOCEXTID,5,,int,NOT NULL,Yes,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,EXTITEMSID,EXTITEMSID,6,,int,NOT NULL,Yes,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,FIRSTNAME,FIRSTNAME,7,,nvarchar(250),NULL,,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,LASTNAME,LASTNAME,8,,nvarchar(30),NULL,,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,VESTINGINFO,VESTINGINFO,9,,nvarchar(250),NULL,,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,COMMENTS,COMMENTS,10,,nvarchar(250),NULL,,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,UNPARSEDNAME,UNPARSEDNAME,11,,nvarchar(128),NULL,,,,,
GF_TLR_TL_REC_DOC_ROLES,GF_TLR_TL_REC_DOC_ROLES,,EXTTYPE,EXTTYPE,12,,nvarchar(20),NULL,,,,,
DATES,DATES,,LNUM,LNUM,0,,nchar(20),NOT NULL,Yes,,,,
DATES,DATES,,DOCDATE,DOCDATE,1,,datetime,NULL,,,,,
DATES,DATES,,CANCLDAT,CANCLDAT,2,,datetime,NULL,,,,,
DATES,DATES,,LNMODDAT,LNMODDAT,3,,datetime,NULL,,,,,
DATES,DATES,,SALCONDT,SALCONDT,4,,datetime,NULL,,,,,
DATES,DATES,,RETDOCDT,RETDOCDT,5,,datetime,NULL,,,,,
DATES,DATES,,LNFUNDAT,LNFUNDAT,6,,datetime,NULL,,,,,
DATES,DATES,,ASSIGNDT,ASSIGNDT,7,,datetime,NULL,,,,,
DATES,DATES,,APPDATE,APPDATE,8,,datetime,NULL,,,,,
DATES,DATES,,QUALFYDT,QUALFYDT,9,,datetime,NULL,,,,,
DATES,DATES,,APPRVLDT,APPRVLDT,10,,datetime,NULL,,,,,
DATES,DATES,,INSPCTDT,INSPCTDT,11,,datetime,NULL,,,,,
DATES,DATES,,APPRLISS,APPRLISS,12,,datetime,NULL,,,,,
DATES,DATES,,APPRLEXP,APPRLEXP,13,,datetime,NULL,,,,,
DATES,DATES,,TTLRPTDT,TTLRPTDT,14,,datetime,NULL,,,,,
DATES,DATES,,SURVEYDT,SURVEYDT,15,,datetime,NULL,,,,,
DATES,DATES,,DENIALDT,DENIALDT,16,,datetime,NULL,,,,,
DATES,DATES,,COMMBEG,COMMBEG,17,,datetime,NULL,,,,,
DATES,DATES,,COMMEND,COMMEND,18,,datetime,NULL,,,,,
DATES,DATES,,RECDATE,RECDATE,19,,datetime,NULL,,,,,
DATES,DATES,,REMMITDT,REMMITDT,20,,datetime,NULL,,,,,
DATES,DATES,,OCCPYDT,OCCPYDT,21,,datetime,NULL,,,,,
DATES,DATES,,DISCDATE,DISCDATE,22,,datetime,NULL,,,,,
DATES,DATES,,PURCHDT,PURCHDT,23,,datetime,NULL,,,,,
DATES,DATES,,DTCLOS_E,DTCLOS_E,24,,datetime,NULL,,,,,
DATES,DATES,,SUBDT,SUBDT,25,,datetime,NULL,,,,,
DATES,DATES,,PREQUAL,PREQUAL,26,,datetime,NULL,,,,,
DATES,DATES,,UNDER,UNDER,27,,datetime,NULL,,,,,
DATES,DATES,,FULLPACK,FULLPACK,28,,datetime,NULL,,,,,
DATES,DATES,,SENTUNDER,SENTUNDER,29,,datetime,NULL,,,,,
DATES,DATES,,AUDIT_DATE,AUDIT_DATE,30,,datetime,NULL,,,,,
DATES,DATES,,SUBAUDIT,SUBAUDIT,31,,datetime,NULL,,,,,
DATES,DATES,,FILEUNDER,FILEUNDER,32,,datetime,NULL,,,,,
DATES,DATES,,FILEREC,FILEREC,33,,datetime,NULL,,,,,
DATES,DATES,,MISC1DATE,MISC1DATE,34,,datetime,NULL,,,,,
DATES,DATES,,MISC2DATE,MISC2DATE,35,,datetime,NULL,,,,,
DATES,DATES,,MISC3DATE,MISC3DATE,36,,datetime,NULL,,,,,
DATES,DATES,,MISC4DATE,MISC4DATE,37,,datetime,NULL,,,,,
DATES,DATES,,MISC5DATE,MISC5DATE,38,,datetime,NULL,,,,,
DATES,DATES,,MISC6DATE,MISC6DATE,39,,datetime,NULL,,,,,
DATES,DATES,,MISC7DATE,MISC7DATE,40,,datetime,NULL,,,,,
DATES,DATES,,MISC8DATE,MISC8DATE,41,,datetime,NULL,,,,,
DATES,DATES,,MISC9DATE,MISC9DATE,42,,datetime,NULL,,,,,
DATES,DATES,,MISC10DTE,MISC10DTE,43,,datetime,NULL,,,,,
DATES,DATES,,ESTFUND,ESTFUND,44,,datetime,NULL,,,,,
DATES,DATES,,THREEDAY,THREEDAY,45,,datetime,NULL,,,,,
DATES,DATES,,RECEIVE,RECEIVE,46,,datetime,NULL,,,,,
DATES,DATES,,SEC32_SIGN_DATE,SEC32_SIGN_DATE,47,,datetime,NULL,,,,,
DATES,DATES,,APPREFFDT,APPREFFDT,48,,datetime,NULL,,,,,
DATES,DATES,,BRKRSUBMISSIONDATE,BRKRSUBMISSIONDATE,49,,datetime,NULL,,,,,
DATES,DATES,,NOI_GEN_DATE,NOI_GEN_DATE,50,,datetime,NULL,,,,,
DATES,DATES,,NOISENTDATE,NOISENTDATE,51,,datetime,NULL,,,,,
DATES,DATES,,NOISTARTDATE,NOISTARTDATE,52,,datetime,NULL,,,,,
DATES,DATES,,NOISTARTDT_OVR,NOISTARTDT_OVR,53,,datetime,NULL,,,,,
DATES,DATES,,NOIENDDATE,NOIENDDATE,54,,datetime,NULL,,,,,
DATES,DATES,,LAST_LOAN_CLOSE_DT,LAST_LOAN_CLOSE_DT,55,,datetime,NULL,,,,,
DATES,DATES,,COMMBEGDTOVR,COMMBEGDTOVR,56,,datetime,NULL,,,,,
DATES,DATES,,COMMENDDTOVR,COMMENDDTOVR,57,,datetime,NULL,,,,,
DATES,DATES,,CREDITDECISIONSTARTDATE,CREDITDECISIONSTARTDATE,58,,datetime,NULL,,,,,
DATES,DATES,,CREDITDECISIONCLOCKEND,CREDITDECISIONCLOCKEND,59,,datetime,NULL,,,,,
DATES,DATES,,CRDTDECSTRTDTOVERR,CRDTDECSTRTDTOVERR,60,,datetime,NULL,,,,,
DATES,DATES,,NOI_LETTER_EXPIRE_DATE,NOI_LETTER_EXPIRE_DATE,61,,datetime,NULL,,,,,
DATES,DATES,,TITLE_POLICYDATE,TITLE_POLICYDATE,62,,datetime,NULL,,,,,
DATES,DATES,,HUD_REVIEWDATE,HUD_REVIEWDATE,63,,datetime,NULL,,,,,
DATES,DATES,,FILE_RECVD_PC,FILE_RECVD_PC,64,,datetime,NULL,,,,,
DATES,DATES,,LAST_DOC_REC_DATE,LAST_DOC_REC_DATE,65,,datetime,NULL,,,,,
DATES,DATES,,USDA_OBLIGATION_DT,USDA_OBLIGATION_DT,66,,datetime,NULL,,,,,
DATES,DATES,,NOTICE_OF_SALE,NOTICE_OF_SALE,67,,datetime,NULL,,,,,
DATES,DATES,,LAST_CONTACT_DATE,LAST_CONTACT_DATE,68,,datetime,NULL,,,,,
DATES,DATES,,HO_PLCY_RCVD,HO_PLCY_RCVD,69,,datetime,NULL,,,,,
DATES,DATES,,SELLER_ACQUIRED,SELLER_ACQUIRED,70,,datetime,NULL,,,,,
DATES,DATES,,FINALAPRDT,FINALAPRDT,71,,datetime,NULL,,,,,
DATES,DATES,,CONDTNLETRDT,CONDTNLETRDT,72,,datetime,NULL,,,,,
DATES,DATES,,MRC_RECORDED_DATE,MRC_RECORDED_DATE,73,,datetime,NULL,,,,,
DATES,DATES,,MERS_MIN_TRNSFD_DATE,MERS_MIN_TRNSFD_DATE,74,,datetime,NULL,,,,,
DATES,DATES,,SENT_INSURER_DATE,SENT_INSURER_DATE,75,,datetime,NULL,,,,,
DATES,DATES,,PC_DOCS_RVWD_DATE,PC_DOCS_RVWD_DATE,76,,datetime,NULL,,,,,
DATES,DATES,,INS_FEE_PAID_DATE,INS_FEE_PAID_DATE,77,,datetime,NULL,,,,,
DATES,DATES,,INS_CNFMD_DATE,INS_CNFMD_DATE,78,,datetime,NULL,,,,,
DATES,DATES,,PRICE_EFFECTIVE_DATE,PRICE_EFFECTIVE_DATE,79,,datetime,NULL,,,,,
DATES,DATES,,SERVCND_PAIDOFF_DT,SERVCND_PAIDOFF_DT,80,,datetime,NULL,,,,,
DATES,DATES,,SERVCNG_RELEASED_DT,SERVCNG_RELEASED_DT,81,,datetime,NULL,,,,,
DATES,DATES,,REPURCH_DT,REPURCH_DT,82,,datetime,NULL,,,,,
DATES,DATES,,GOODBYE_LTR_DT,GOODBYE_LTR_DT,83,,datetime,NULL,,,,,
DATES,DATES,,INDEMNF_DT,INDEMNF_DT,84,,datetime,NULL,,,,,
DTLTRAN,DTLTRAN,,LNUM,LNUM,0,,nchar(20),NOT NULL,Yes,,,,
DTLTRAN,DTLTRAN,,DBID,DBID,1,,nchar(5),NOT NULL,Yes,,,,
DTLTRAN,DTLTRAN,,TRANCTR,TRANCTR,2,,smallint,NOT NULL,Yes,,,,
DTLTRAN,DTLTRAN,,S_TRAN,S_TRAN,3,,nvarchar(8),NULL,,,,,
DTLTRAN,DTLTRAN,,TRANDESC,TRANDESC,4,,nvarchar(30),NULL,,,,,
DTLTRAN,DTLTRAN,,TRANAMT,TRANAMT,5,,"decimal(18,3)",NULL,,,,,
DTLTRAN,DTLTRAN,,OTHERAMT,OTHERAMT,6,,"decimal(16,6)",NULL,,,,,
DTLTRAN,DTLTRAN,,S_PURCH_CREDIT_TYPE,S_PURCH_CREDIT_TYPE,7,,nvarchar(8),NULL,,,,,
DTLTRAN,DTLTRAN,,S_PURCH_SOURCE_TYPE,S_PURCH_SOURCE_TYPE,8,,nvarchar(8),NULL,,,,,
DTLTRAN,DTLTRAN,,OTHERPURCHCREDTYPEDESC,OTHERPURCHCREDTYPEDESC,9,,nvarchar(80),NULL,,,,,
DTLTRAN,DTLTRAN,,OTHERPURCHSRCTYPEDESC,OTHERPURCHSRCTYPEDESC,10,,nvarchar(80),NULL,,,,,
DTLTRAN,DTLTRAN,,MANUALAMT,MANUALAMT,11,,"numeric(16,6)",NULL,,,,,
DTLTRAN,DTLTRAN,,FEEAMT,FEEAMT,12,,"numeric(16,6)",NULL,,,,,
DTLTRAN,DTLTRAN,,RECORD_CREATED,RECORD_CREATED,13,,nvarchar(35),NULL,,,,,
DTLTRAN,DTLTRAN,,USE_BY_SYSTEM,USE_BY_SYSTEM,14,,nchar(1),NULL,,,,,
DTLTRAN,DTLTRAN,,BUILDER_EARNEST_CREDIT,BUILDER_EARNEST_CREDIT,15,,nchar(1),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,LNUM,LNUM,0,,nchar(20),NOT NULL,Yes,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,RESPONSEID,RESPONSEID,1,,int,NOT NULL,Yes,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,CREDITRESPONSEID,CREDITRESPONSEID,2,,int,NOT NULL,Yes,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,INQUIRYID,INQUIRYID,3,,int,NOT NULL,Yes,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,DBID,DBID,4,,nchar(5),NOT NULL,Yes,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,PRIMARY_BNUM,PRIMARY_BNUM,5,,smallint,NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,PRIMARY_DBID,PRIMARY_DBID,6,,nvarchar(5),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,SECONDARY_BNUM,SECONDARY_BNUM,7,,int,NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,SECONDARY_DBID,SECONDARY_DBID,8,,nvarchar(5),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,NAME,NAME,9,,nvarchar(35),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,ADDRESS1,ADDRESS1,10,,nvarchar(35),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,ADDRESS2,ADDRESS2,11,,nvarchar(35),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,CITY,CITY,12,,nvarchar(35),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,STATE,STATE,13,,nvarchar(2),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,POSTAL_CODE,POSTAL_CODE,14,,nvarchar(9),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,DATE_OF_INQUIRY,DATE_OF_INQUIRY,15,,datetime,NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,INQUIRY_RESULT_TYPE,INQUIRY_RESULT_TYPE,16,,nvarchar(8),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,CREDIT_BUSINESS_TYPE,CREDIT_BUSINESS_TYPE,17,,nvarchar(8),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,CREDIT_LOAN_TYPE,CREDIT_LOAN_TYPE,18,,nvarchar(8),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,TYPE_OTHER_DESC,TYPE_OTHER_DESC,19,,nvarchar(35),NULL,,,,,
GF_TLR_RES_CREDIT_INQUIRY,GF_TLR_RES_CREDIT_INQUIRY,,CREDITLIABILITYID,CREDITLIABILITYID,20,,nvarchar(20),NULL,,,,,
GF_TLR_REOWNED_BORROWERS,GF_TLR_REOWNED_BORROWERS,,LNUM,LNUM,0,,nchar(20),NOT NULL,Yes,,,,
GF_TLR_REOWNED_BORROWERS,GF_TLR_REOWNED_BORROWERS,,BNUM,BNUM,1,,smallint,NOT NULL,Yes,,,,
GF_TLR_REOWNED_BORROWERS,GF_TLR_REOWNED_BORROWERS,,DBID,DBID,2,,nchar(5),NOT NULL,Yes,,,,
GF_TLR_REOWNED_BORROWERS,GF_TLR_REOWNED_BORROWERS,,REOCNTR,REOCNTR,3,,smallint,NOT NULL,Yes,,,,
GF_TLR_REOWNED_BORROWERS,GF_TLR_REOWNED_BORROWERS,,REL_DBID,REL_DBID,4,,nchar(5),NOT NULL,Yes,,,,
GF_TLR_REOWNED_BORROWERS,GF_TLR_REOWNED_BORROWERS,,REL_BNUM,REL_BNUM,5,,smallint,NOT NULL,Yes,,,,
GF_TLR_RES_CREDIT_LIABILITY,GF_TLR_RES_CREDIT_LIABILITY,,LNUM,LNUM,0,,nchar(20),NOT NULL,Yes,,,,
GF_TLR_RES_CREDIT_LIABILITY,GF_TLR_RES_CREDIT_LIABILITY,,DBID,DBID,1,,nchar(5),NOT NULL,Yes,,,,
GF_TLR_RES_CREDIT_LIABILITY,GF_TLR_RES_CREDIT_LIABILITY,,RESPONSEID,RESPONSEID,2,,int,NOT NULL,Yes,,,,
