Table Name,Column Name,Column Datatype,Column Null Option,Primary Key,Restricted,PII,Excluded
ADV_ACTN,CRDTST1,nvarchar(2),NULL,,,,
ADV_ACTN,CRDTZIP1,nvarchar(10),NULL,,,,
ADV_ACTN,CRDTPH1,nvarchar(11),NULL,,,,
ADV_ACTN,CRDTAGY2,nvarchar(25),NULL,,,,
ADV_ACTN,CRDT2AD1,nvarchar(35),NULL,,,,
ADV_ACTN,CRDT2AD2,nvarchar(35),NULL,,,,
ADV_ACTN,CRDTCTY2,nvarchar(25),NULL,,,,
ADV_ACTN,CRDTST2,nvarchar(2),NULL,,,,
ADV_ACTN,CRDTZIP2,nvarchar(10),NULL,,,,
ADV_ACTN,CRDTPH2,nvarchar(11),NULL,,,,
ADV_ACTN,CRDTAGY3,nvarchar(25),NULL,,,,
ADV_ACTN,CRDT3AD1,nvarchar(35),NULL,,,,
ADV_ACTN,CRDT3AD2,nvarchar(35),NULL,,,,
ADV_ACTN,CRDTCTY3,nvarchar(25),NULL,,,,
ADV_ACTN,CRDTST3,nvarchar(2),NULL,,,,
ADV_ACTN,CRDTZIP3,nvarchar(10),NULL,,,,
ADV_ACTN,CRDTPH3,nvarchar(11),NULL,,,,
ADV_ACTN,ACTNSN,int,NULL,,,Yes,
ADV_ACTN,ACTNDBID,nvarchar(5),NULL,,,,
ADV_ACTN,CRDTTF1,nvarchar(11),NULL,,,,
ADV_ACTN,COLLECTION,nchar(1),NULL,,,,
ADV_ACTN,FORECLOSURE,nchar(1),NULL,,,,
ADV_ACTN,OTHER2,nchar(1),NULL,,,Yes,
ADV_ACTN,OTHER3,nchar(1),NULL,,,Yes,
ADV_ACTN,OTHER4,nchar(1),NULL,,,Yes,
ADV_ACTN,OTHER5,nchar(1),NULL,,,Yes,
ADV_ACTN,OTHER2DESC,nvarchar(80),NULL,,,Yes,
ADV_ACTN,OTHER3DESC,nvarchar(80),NULL,,,Yes,
ADV_ACTN,OTHER4DESC,nvarchar(80),NULL,,,Yes,
ADV_ACTN,OTHER5DESC,nvarchar(80),NULL,,,Yes,
ADV_ACTN,CREDIT_INQUIRIES,nchar(1),NULL,,,Yes,
ADV_ACTN,MAILED,nchar(1),NULL,,,Yes,
ADV_ACTN,EMAILED,nchar(1),NULL,,,Yes,
ADV_ACTN,DELIVERED,nchar(1),NULL,,,,
ADV_ACTN,INCAPPDBID,nchar(5),NULL,,,,
ADV_ACTN,INCAPPSERNO,int,NULL,,,,
ADV_ACTN,APP_WITHDRAWN,nchar(1),NULL,,,,
ADV_ACTN,NEVER_ON_REQ_TERMS,nchar(1),NULL,,,,
ADV_ACTN,OVRDCRDTAGY1,nvarchar(25),NULL,,,Yes,
ADV_ACTN,OVRDCRDT1AD1,nvarchar(35),NULL,,,Yes,
ADV_ACTN,OVRDCRDT1AD2,nvarchar(35),NULL,,,Yes,
ADV_ACTN,OVRDCRDTCTY1,nvarchar(25),NULL,,,Yes,
ADV_ACTN,OVRDCRDTST1,nvarchar(2),NULL,,,Yes,
ADV_ACTN,OVRDCRDTPH1,nvarchar(11),NULL,,,Yes,
ADV_ACTN,OVRDCRDTZIP1,nvarchar(10),NULL,,,Yes,
ADV_ACTN,MTGINSDECLINED,nchar(1),NULL,,,,
ADV_ACTN,CTL_LOCORCOND,nchar(1),NULL,,,,
ADV_ACTN,CTL_LENSPFICPOL,nvarchar(250),NULL,,,,
ADV_ACTN,REVBALHIGH,nchar(1),NULL,,,,
ADV_ACTN,EXCESSOBLIG,nchar(1),NULL,,,,
ADV_ACTN,IDVERIFY,nchar(1),NULL,,,,
ADV_ACTN,NEWOBLIG,nchar(1),NULL,,,,
ADV_ACTN,NOTELIGCUMEMBER,nchar(1),NULL,,,,
APPREQ,LNUM,nchar(20),NOT NULL,Yes,,,
APPREQ,DBID,nchar(5),NULL,,,,
APPREQ,SERIALNO,int,NULL,,,Yes,
APPREQ,LOTDIM1,"decimal(16,6)",NULL,,,,
APPREQ,LOTDIM2,"decimal(16,6)",NULL,,,,
APPREQ,IRREGLR,nchar(1),NULL,,,,
APPREQ,IRRGDSC,nvarchar(20),NULL,,,,
APPREQ,SQRFEET,"decimal(16,6)",NULL,,,,
APPREQ,ACREAGE,"decimal(16,6)",NULL,,,,
APPREQ,ELECUTL,nchar(1),NULL,,,,
APPREQ,GASUTL,nchar(1),NULL,,,,
APPREQ,WATRUTL,nchar(1),NULL,,,,
APPREQ,SANUTL,nchar(1),NULL,,,,
APPREQ,TTLLIMTS,nvarchar(40),NULL,,,,
APPREQ,STACCESS,nchar(1),NULL,,,,
APPREQ,STMAINT,nchar(1),NULL,,,,
APPREQ,RANGE,nchar(1),NULL,,,,
APPREQ,FRIDGE,nchar(1),NULL,,,,
APPREQ,DISHWASH,nchar(1),NULL,,,,
APPREQ,CLTHWASH,nchar(1),NULL,,,,
APPREQ,DRYER,nchar(1),NULL,,,,
APPREQ,DISPOSAL,nchar(1),NULL,,,,
APPREQ,VENTFAN,nchar(1),NULL,,,,
APPREQ,WWCARPET,nchar(1),NULL,,,,
APPREQ,OTHEREQP,nchar(1),NULL,,,,
APPREQ,OEQPDESC,nvarchar(20),NULL,,,,
APPREQ,BLDSTAT,nchar(1),NULL,,,,
APPREQ,BLDTYPE,nchar(1),NULL,,,,
APPREQ,COMPINSP,nchar(1),NULL,,,,
APPREQ,PLANS,nchar(1),NULL,,,,
APPREQ,WARINC,nchar(1),NULL,,,,
APPREQ,WARNAME,nvarchar(20),NULL,,,,
APPREQ,EXPDATE,datetime,NULL,,,,
APPREQ,CNSTVRF,nchar(1),NULL,,,,
APPREQ,CNSTCOMP,datetime,NULL,,,,
APPREQ,BLDGNUM,int,NULL,,,,
APPREQ,MINRITES,nchar(1),NULL,,,,
APPREQ,PROPOCC,nvarchar(15),NULL,,,,
APPREQ,OWNRNAME,nvarchar(20),NULL,,,Yes,
APPREQ,MNTHRENT,"decimal(18,3)",NULL,,,,
APPREQ,OCCNAME,nvarchar(20),NULL,,,Yes,
APPREQ,HOMEPHN,nvarchar(10),NULL,,,,
APPREQ,BUSPHONE,nvarchar(14),NULL,,,,
APPREQ,KEYSAT,nvarchar(40),NULL,,,,
APPREQ,TIMAVAIL,nvarchar(15),NULL,,,,
APPREQ,AMPMINSP,nchar(1),NULL,,,,
APPREQ,LEASEIS,nvarchar(15),NULL,,,,
APPREQ,ANNRENT,"decimal(18,3)",NULL,,,,
APPREQ,VACONTNO,nvarchar(20),NULL,,,,
APPREQ,PURCHSEP,nchar(1),NULL,,,,
APPREQ,CONATT,nchar(1),NULL,,,,
APPREQ,FACTORY,nchar(1),NULL,,,,
APPREQ,PLANNO,nvarchar(20),NULL,,,,
APPREQ,ESTATE,nchar(1),NULL,,,,
APPREQ,FLOODDESC,nvarchar(10),NULL,,,,
APPREQ,FLOODFLAG,nchar(1),NULL,,,,
APPREQ,WARADDR,nvarchar(40),NULL,,,,
APPREQ,WARPHONE,nvarchar(14),NULL,,,Yes,
APPREQ,MINEXPLAN,nvarchar(20),NULL,,,,
APPREQ,ORIGID,nvarchar(20),NULL,,,,
APPREQ,SPONSID,nvarchar(20),NULL,,,,
APPREQ,INSTCASE,nvarchar(20),NULL,,,,
APPREQ,BRKNAME,nvarchar(20),NULL,,,,
APPREQ,BRKHPHN,nvarchar(10),NULL,,,,
APPREQ,BRKBPHN,nvarchar(14),NULL,,,,
APPREQ,SECNUM,nvarchar(50),NULL,,,,
APPREQ,ASSGNDT,datetime,NULL,,,,
APPREQ,WARADDR2,nvarchar(40),NULL,,,,
APPREQ,WARCITY,nvarchar(40),NULL,,,,
APPREQ,WARSTATE,nchar(2),NULL,,,Yes,
APPREQ,WARZIP,nvarchar(10),NULL,,,Yes,
APPREQ,APPR_B2G_LIC_TYPE,nvarchar(8),NULL,,,,
ARMINFO,LNUM,nchar(20),NOT NULL,Yes,,,
ARMINFO,FLOOR,"decimal(16,6)",NULL,,,,
ARMINFO,CEILING,"decimal(16,6)",NULL,,,,
ARMINFO,MARGIN,"decimal(16,6)",NULL,,,,
ARMINFO,FRCD,datetime,NULL,,,,
ARMINFO,FPCD,datetime,NULL,,,,
ARMINFO,NRCD,datetime,NULL,,,,
ARMINFO,NPCD,datetime,NULL,,,,
ARMINFO,CNVTIBLE,nchar(1),NULL,,,,
ARMINFO,RRCODE,nchar(1),NULL,,,,
ARMINFO,PIRCF,nchar(1),NULL,,,,
ARMINFO,PIRC,"decimal(16,6)",NULL,,,,
ARMINFO,PIRCRDF,nchar(1),NULL,,,,
ARMINFO,PPCF,nchar(1),NULL,,,,
ARMINFO,PPC,"decimal(18,3)",NULL,,,,
ARMINFO,PPCRDF,"decimal(16,6)",NULL,,,,
ARMINFO,PMTINCR,"decimal(16,6)",NULL,,,,
ARMINFO,BALLDATE,datetime,NULL,,,,
ARMINFO,IDX,"decimal(16,6)",NULL,,,,
ARMINFO,PMTCOPT,nchar(1),NULL,,,,
ARMINFO,GEMINC,"decimal(18,3)",NULL,,,,
ARMINFO,GPMINC,"decimal(18,3)",NULL,,,,
ARMINFO,EQUALINC,"decimal(16,6)",NULL,,,Yes,
ARMINFO,OPTMAN,nchar(1),NULL,,,,
ARMINFO,RTROUND,nchar(1),NULL,,,,
ARMINFO,RNDPERC,"decimal(16,6)",NULL,,,,
ARMINFO,EQPCINC,"decimal(16,6)",NULL,,,,
ARMINFO,RATEDCS,int,NULL,,,,
ARMINFO,RATEDCD,nvarchar(5),NULL,,,,
ARMINFO,RATEDCHK,nchar(1),NULL,,,,
ARMINFO,BASEMGN,"decimal(16,6)",NULL,,,,
ARMINFO,BASECEIL,"decimal(16,6)",NULL,,,,
ARMINFO,BASEFLR,"decimal(16,6)",NULL,,,,
ARMINFO,FIR,"decimal(16,6)",NULL,,,,
ARMINFO,MAXRTCAP,"decimal(16,6)",NULL,,,,
ARMINFO,PFRA,smallint,NULL,,,,
ARMINFO,PSRA,smallint,NULL,,,,
ARMINFO,PPPA,smallint,NULL,,,,
ARMINFO,NEGAMCAP,"decimal(16,6)",NULL,,,,
ARMINFO,RCASTTRM,smallint,NULL,,,,
ARMINFO,IDXOVERRIDE,"decimal(16,6)",NULL,,,,
ARMINFO,MAROVERRIDE,"decimal(16,6)",NULL,,,,
ARMINFO,CEILOVERRIDE,"decimal(16,6)",NULL,,,,
ARMINFO,FLROVERRIDE,"decimal(16,6)",NULL,,,,
ARMINFO,ORIGIDXDT,datetime,NULL,,,,
ARMINFO,CURRIDXDT,datetime,NULL,,,,
ARMINFO,IDXDTOVERRIDE,datetime,NULL,,,,
ARMINFO,RTCAPSUBS,"decimal(16,6)",NULL,,,,
ARMINFO,MINRTCAP,"decimal(16,6)",NULL,,,,
ARMINFO,BASEIDX,"decimal(16,6)",NULL,,,,
ARMINFO,MAXFIRSTDEC,"decimal(16,6)",NULL,,,,
ARMINFO,MAXSUBSDEC,"decimal(16,6)",NULL,,,,
ARMINFO,MAXPMTDEC,"decimal(16,6)",NULL,,,,
ARMINFO,CEILFCTR,"decimal(16,6)",NULL,,,,
ARMINFO,FLOORFCTR,"decimal(16,6)",NULL,,,,
ARMINFO,USEOVERRIDE,nchar(1),NULL,,,,
ARMINFO,RTCAPFIRST_OVRD,"decimal(16,6)",NULL,,,,
ARMINFO,RTCAPSUBS_OVRD,"decimal(16,6)",NULL,,,,
ARMINFO,MAXFIRSTDEC_OVRD,"decimal(16,6)",NULL,,,,
ARMINFO,MAXSUBSDEC_OVRD,"decimal(16,6)",NULL,,,,
ARMINFO,MAXRTCAP_OVRD,"decimal(16,6)",NULL,,,,
ARMINFO,MINRTCAP_OVRD,"decimal(16,6)",NULL,,,,
ARMINFO,MAXPMTINC_OVRD,"decimal(18,3)",NULL,,,,
ARMINFO,MAXPMTDEC_OVRD,"decimal(18,3)",NULL,,,,
ARMINFO,NEGAMCAP_OVRD,"decimal(16,6)",NULL,,,,
ARMINFO,PFRA_OVRD,int,NULL,,,,
ARMINFO,PSRA_OVRD,int,NULL,,,,
ARMINFO,PPPA_OVRD,int,NULL,,,,
ARMINFO,RCASTTRM_OVRD,int,NULL,,,,
ARMINFO,CEILINGTYPE_OVRD,nvarchar(20),NULL,,,,
ARMINFO,FLOORTYPE_OVRD,nvarchar(20),NULL,,,,
ARMINFO,RATEROUND_OVRD,nchar(1),NULL,,,,
ARMINFO,PFPADJ_OVRD,int,NULL,,,,
ARMINFO,PFPADJ,int,NULL,,,,
ARMINFO,INTONLYPD,int,NULL,,,,
ARMINFO,INDEX_DATE,datetime,NULL,,,,
ARMINFO,CURDIVSR,"decimal(16,6)",NULL,,,,
ARMINFO,IDXDIVSR,"decimal(16,6)",NULL,,,,
ARMINFO,MAX_1ST_ADJ_RATE,"decimal(16,6)",NULL,,,,
ARMINFO,MIN_1ST_ADJ_RATE,"decimal(16,6)",NULL,,,,
ARMINFO,FIR_MAX_MONTHLY_AMT,"decimal(18,3)",NULL,,,Yes,
ARMINFO,S_FRE_INDEX_TYPE,nvarchar(8),NULL,,,,
ARMINFO,S_FNM_INDEX_TYPE,nvarchar(8),NULL,,,,
ASSETS,LNUM,nchar(20),NOT NULL,Yes,,,
ASSETS,BNUM,smallint,NOT NULL,Yes,,,
ASSETS,DBID,nchar(5),NOT NULL,Yes,,,
ASSETS,ASSETCTR,smallint,NOT NULL,Yes,,,
ASSETS,S_ASSET,nvarchar(8),NULL,,,,
ASSETS,ASSETDSC,nvarchar(100),NULL,,,,
ASSETS,ACCTNUM,nvarchar(35),NULL,,,Yes,
ASSETS,HOLDER,nvarchar(30),NULL,,,,
ASSETS,HADDR1,nvarchar(35),NULL,,,Yes,
ASSETS,HADDR2,nvarchar(35),NULL,,,Yes,
ASSETS,HCITY,nvarchar(25),NULL,,,,
ASSETS,HSTATE,nchar(2),NULL,,,Yes,
ASSETS,HZIP,nvarchar(10),NULL,,,,
ASSETS,HPHONE,nvarchar(11),NULL,,,Yes,
ASSETS,HEXT,nvarchar(5),NULL,,,,
ASSETS,HFAX,nvarchar(11),NULL,,,,
ASSETS,ATTNOF,nvarchar(30),NULL,,,,
ASSETS,ACCTBAL,"decimal(18,3)",NULL,,,Yes,
ASSETS,ACCTIN,nvarchar(30),NULL,,,,
ASSETS,LIFEFACE,"decimal(18,3)",NULL,,,,
ASSETS,VERIFY,nchar(1),NULL,,,,
ASSETS,ISSUER,nvarchar(30),NULL,,,,
ASSETS,SHARES,"decimal(16,6)",NULL,,,,
ASSETS,DIVIDEND,"decimal(18,3)",NULL,,,,
ASSETS,OMIT,nchar(1),NULL,,,,
ASSETS,ASSETVERIFIED,nchar(1),NULL,,,,
ASSETS,AUTO_MAKE_DESC,nvarchar(80),NULL,,,,
ASSETS,AUTO_MODEL_YEAR,nvarchar(4),NULL,,,,
ASSETS,OTHERASSETTYPEDESC,nvarchar(80),NULL,,,Yes,
ASSETS,HCOUNTRY,nvarchar(35),NULL,,,,
ASSETS,ATS_ACCOUNT,nchar(1),NULL,,,,
ASSETS,ODP_ACCOUNT,nchar(1),NULL,,,Yes,
ASSETS,ASSET_VERIFI_TYPE,nvarchar(8),NULL,,,,
ASSETS,ASSET_VERI_TYPE_DESC,nvarchar(80),NULL,,,,
ASSETS,ORDER_CHECK,nchar(1),NULL,,,,
ASSETS,RECORD_CREATED,nvarchar(35),NULL,,,,
ASSETS,FORMFREE_CTR,int,NULL,,,,
ASSETS,BUILDER_EARNEST,nchar(1),NULL,,,,
ASSETS,ASSET_INDICATOR,nchar(1),NULL,,,,
ASSETS,S_ACCOUNT_OWNERSHIP,nvarchar(8),NULL,,,,
ASSETS,S_GIFT_PRVDR_TYPE,nvarchar(8),NULL,,,,
ASSETS,GIFT_PRVDR_OTH_DESC,nvarchar(80),NULL,,,,
ASSETS,GIFT_DEPOSIT_STATUS,nchar(1),NULL,,,,
ASSOCDOCS,S_SUNDCON,nvarchar(8),NOT NULL,Yes,,,
ASSOCDOCS,CNTR,int,NOT NULL,Yes,,,
ASSOCDOCS,S_ASSOCDOC,nvarchar(8),NULL,,,,
ASSOCDOCS,SRCENV,nvarchar(5),NULL,,,,
ASSOCDOCS,REC_CUSTOM,nchar(1),NULL,,,,
ASSOCDOCS,CREATE_DATE,datetime,NULL,,,,
ASSOCDOCS,MODIFY_DATE,datetime,NULL,,,,
BORDEP,LNUM,nchar(20),NOT NULL,Yes,,,
BORDEP,BNUM,smallint,NOT NULL,Yes,,,
BORDEP,DBID,nchar(5),NOT NULL,Yes,,,
BORDEP,AGES,nvarchar(50),NULL,,,,
BORDEP,AGENCY,nvarchar(25),NULL,,,,
BORDEP,CONTACT,nvarchar(25),NULL,,,Yes,
BORDEP,COST,"decimal(16,6)",NULL,,,,
BORDEP,PAYFLAG,nchar(1),NULL,,,,
BORDEP,NOPYDBID,nchar(5),NULL,,,Yes,
BORDEP,NOPAYSN,int,NULL,,,Yes,
BORDEP,AGYADD1,nvarchar(35),NULL,,,Yes,
BORDEP,AGYADD2,nvarchar(35),NULL,,,Yes,
BORDEP,AGYCITY,nvarchar(25),NULL,,,Yes,
BORDEP,AGYSTATE,nchar(2),NULL,,,Yes,
BORDEP,AGYZIP,nvarchar(10),NULL,,,Yes,
BORROWER,LNUM,nchar(20),NOT NULL,Yes,,,
BORROWER,BNUM,smallint,NOT NULL,Yes,,,
BORROWER,DBID,nchar(5),NOT NULL,Yes,,,
BORROWER,FNAME,nvarchar(250),NULL,,,Yes,
BORROWER,MNAME,nvarchar(30),NULL,,,Yes,
BORROWER,LNAME,nvarchar(30),NULL,,,Yes,
BORROWER,SSNBR,nvarchar(11),NULL,,,Yes,
BORROWER,AGE,smallint,NULL,,,,
BORROWER,YRSSCHL,smallint,NULL,,,,
BORROWER,S_MARITL,nvarchar(8),NULL,,,,
BORROWER,FRNINFO,nchar(1),NULL,,,,
BORROWER,GENDER,nvarchar(8),NULL,,,Yes,
BORROWER,NUMDEP,smallint,NULL,,,,
BORROWER,DEPAGES,nvarchar(20),NULL,,,,
BORROWER,ADDR1,nvarchar(100),NULL,,,Yes,
BORROWER,ADDR2,nvarchar(100),NULL,,,Yes,
BORROWER,CITY,nvarchar(25),NULL,,,Yes,
BORROWER,STATE,nchar(2),NULL,,,Yes,
BORROWER,ZIP,nvarchar(10),NULL,,,Yes,
BORROWER,YRSPADDR,"decimal(16,6)",NULL,,,,
BORROWER,HPHONE,nvarchar(11),NULL,,,Yes,
BORROWER,PRIMARYB,nchar(1),NULL,,,,
BORROWER,APPNUMB,smallint,NULL,,,Yes,
BORROWER,FIRSTBUY,nchar(1),NULL,,,,
BORROWER,S_OWNSHP,nvarchar(8),NULL,,,,
BORROWER,VOR_ACCT,nvarchar(20),NULL,,,,
BORROWER,VOR_NAME,nvarchar(35),NULL,,,,
BORROWER,OTHINCM,nchar(1),NULL,,,,
BORROWER,COMMUNTY,nchar(1),NULL,,,,
BORROWER,JOINTLY,nchar(1),NULL,,,,
BORROWER,DOB,datetime,NULL,,,Yes,
BORROWER,S_BORTYP,nvarchar(8),NULL,,,,
BORROWER,ALIASES,nvarchar(25),NULL,,,Yes,
BORROWER,S_VESTNG,nvarchar(8),NULL,,,,
BORROWER,PRTENTTL,nchar(1),NULL,,,,
BORROWER,PARTNOTE,nchar(1),NULL,,,,
BORROWER,COUNTY,nvarchar(35),NULL,,,Yes,
BORROWER,CITYFLAG,nchar(1),NULL,,,Yes,
BORROWER,MARBOR,smallint,NULL,,,,
BORROWER,COUNTRY,nvarchar(35),NULL,,,Yes,
BORROWER,RACEDESC,nvarchar(20),NULL,,,,
BORROWER,CAIVR1,nvarchar(20),NULL,,,,
BORROWER,CAIVR2,nvarchar(20),NULL,,,,
BORROWER,LDPGSA1,nvarchar(20),NULL,,,,
BORROWER,LDPGSA2,nvarchar(20),NULL,,,,
BORROWER,POAFLAG,nchar(1),NULL,,,,
BORROWER,ALISDBID,nchar(5),NULL,,,Yes,
BORROWER,ALSERNUM,int,NULL,,,Yes,
BORROWER,WPHONE,nvarchar(11),NULL,,,,
BORROWER,EMAIL,nvarchar(128),NULL,,,Yes,
BORROWER,FAXNUM,nvarchar(11),NULL,,,,
BORROWER,CANADIAN_SSN,nvarchar(10),NULL,,,Yes,
BORROWER,NAME_SUFFIX,nvarchar(5),NULL,,,Yes,
BORROWER,B_1098_IDN,nchar(1),NULL,,,,
BORROWER,QUAL_INCOME,"decimal(16,6)",NULL,,,Yes,
BORROWER,BOR_TIN,nvarchar(15),NULL,,,Yes,
BORROWER,UNPARSED_NAME,nvarchar(250),NULL,,,,
BORROWER,AFFIL_SHARE_IND,nchar(1),NULL,,,,
BORROWER,SSN_CERTIFICATION_IND,nchar(1),NULL,,,Yes,
BORROWER,PHONE_ALLOWED_IND,nchar(1),NULL,,,Yes,
BORROWER,EMAIL_ALLOWED_IND,nchar(1),NULL,,,Yes,
BORROWER,US_MAIL_ALLOWED_IND,nchar(1),NULL,,,,
BORROWER,CARRIER_ROUTE,nvarchar(10),NULL,,,,
BORROWER,OVERALL_CRED_SCORE,int,NULL,,,Yes,
BORROWER,OVERALL_CRED_SCORE_OVR,int,NULL,,,Yes,
BORROWER,CORP_SIGNATURE,nvarchar(120),NULL,,,,
BORROWER,INCBASEEMPTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,INCSELFEMPTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,INCOVERTIMETOTAL,"decimal(16,6)",NULL,,,Yes,
BORROWER,INCBONUSTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,INCCOMMISTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,INCDIVDTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,INCNETRENTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,ATCASHDEPOSITTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,ATCHECKSAVINGSTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,ATSTOCKBONDTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,ATLIFEINSNETTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,ATOTHLIQUIDTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,ATREOTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,ATVESTEDINTTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,ATNETWORTHTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,ATAUTOMOBILE,"decimal(16,6)",NULL,,,,
BORROWER,ATOTHNONLIQTOTAL,"decimal(16,6)",NULL,,,,
BORROWER,INCOTHERTOTAL,"decimal(16,6)",NULL,,,Yes,
BORROWER,ATLIFEINSFACEAMTTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,ATASSETSTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,LTALIMONYCSSMPTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,LTJOBRELATEDEXPTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,LTLIABILITIESTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,LTMONTHLYPAYMNTTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,REOGROSSRENTINCTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,REOMORTANDLIENTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,REOMORTGAGEPAYMNTTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,REOTAXMAINTMISCTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,URLANETWORTH,"decimal(16,6)",NULL,,,,
BORROWER,ELEC_DISC_CONSENT,datetime,NULL,,,,
BORROWER,ELEC_DISC_WITHDRAW,datetime,NULL,,,,
BORROWER,S_IVMETH,nvarchar(8),NULL,,,,
BORROWER,ATALLLIQUIDTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,ATGIFTTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,ATREONETPROCEEDSTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,BORROWED_DWNPMT_AMT,"decimal(18,3)",NULL,,,Yes,
BORROWER,LTNONSUBJDEBTMOTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,LTNONSUBJPAYOFFTOTAL,"decimal(18,3)",NULL,,,,
BORROWER,S_CBSOURCE,nvarchar(8),NULL,,,,
BORROWER,VETERAN,nchar(1),NULL,,,,
BORROWER,ENTITLEMENT,nchar(1),NULL,,,,
BORROWER,LDP_NUMBER,nvarchar(20),NULL,,,,
BORROWER,GSA_NUMBER,nvarchar(20),NULL,,,Yes,
BORROWER,FOREIGN_NATIONAL,nchar(1),NULL,,,Yes,
BORROWER,COUNTRY_OF_INCORP,nvarchar(20),NULL,,,,
BORROWER,EIN,nvarchar(20),NULL,,,,
BORROWER,NLR_NAME,nvarchar(30),NULL,,,Yes,
BORROWER,NLR_REL_DESC,nvarchar(20),NULL,,,Yes,
