Table Name,Column Name,Column Datatype,Column Null Option,Primary Key,Restricted,PII
CommonMonthly,PrincipalAndInterestPaymentAmount,"decimal(16,6)",NULL,,,
CommonMonthly,ARMInterestOnlyOrFullyAmortizing,nchar(1),NULL,,,
CommonMonthly,IO_TERM,int,NULL,,,
CommonMonthly,PPAY_PNLTY_FLAG,nchar(1),NULL,,,
CommonMonthly,PPAY_PNLTY_TERM,int,NULL,,,
CommonMonthly,OccupancyCode,nvarchar(200),NULL,,,
CommonMonthly,PropertyTypeDescription,nvarchar(200),NULL,,,
CommonMonthly,CityName,nvarchar(200),NULL,,,Yes
CommonMonthly,CountyName,nvarchar(200),NULL,,,Yes
CommonMonthly,ZipCode5,int,NULL,,,Yes
CommonMonthly,PROP_MSA,nvarchar(200),NULL,,,Yes
CommonMonthly,MortgageInvestorCode,int,NULL,,,Yes
CommonMonthly,SECOND_LIEN_FLAG,nchar(1),NULL,,,
CommonMonthly,LIEN_RELATED_ID,int,NULL,,,
CommonMonthly,ORIG_APPR_TYPE,nvarchar(200),NULL,,,
CommonMonthly,PropertyValueAmount,"decimal(16,6)",NULL,,,
CommonMonthly,OriginalAppraisalDate,int,NULL,,,
CommonMonthly,REFRESH_APPR_VALUE,"decimal(16,6)",NULL,,,
CommonMonthly,REFRESH_APPR_TYPE,nvarchar(200),NULL,,,
CommonMonthly,REFRESH_APPR_DATE,int,NULL,,,
CommonMonthly,CURR_BPO_VALUE,"decimal(16,6)",NULL,,,
CommonMonthly,BPO_DATE,int,NULL,,,
CommonMonthly,CURR_AVM_VALUE,int,NULL,,,
CommonMonthly,CURR_AVM_DATE,int,NULL,,,
CommonMonthly,FHLBPurchasePriceAmount,"decimal(16,6)",NULL,,,
CommonMonthly,calcLtv,"decimal(16,6)",NULL,,,
CommonMonthly,ORIG_LTV_SEC,"decimal(16,6)",NULL,,,
CommonMonthly,calcCLTV,"decimal(16,6)",NULL,,,
CommonMonthly,CURR_LTV,"decimal(16,6)",NULL,,,
CommonMonthly,CURR_CLTV,"decimal(16,6)",NULL,,,
CommonMonthly,CURR_LTV_SEC,"decimal(16,6)",NULL,,,
CommonMonthly,CURR_DQ_BKT,nvarchar(200),NULL,,,
CommonMonthly,AccountStatusCode,nvarchar(200),NULL,,,
CommonMonthly,DaysDelinquentCount,int,NULL,,,
CommonMonthly,DimPartyDurableSK,nchar(1),NULL,,,
CommonMonthly,BankruptcyTypeCode,int,NULL,,,
CommonMonthly,FCL_FLAG,nchar(1),NULL,,,
CommonMonthly,REO_FLAG,nchar(1),NULL,,,
CommonMonthly,DQ_HIST_12,nvarchar(200),NULL,,,
CommonMonthly,CHARGE_OFF_FLAG,nchar(1),NULL,,,
CommonMonthly,CHARGE_OFF_AMT,"decimal(16,6)",NULL,,,
CommonMonthly,RECOVERY_AMT,"decimal(16,6)",NULL,,,
CommonMonthly,FFEIC_WRITEDOWN,"decimal(16,6)",NULL,,,
CommonMonthly,NBR_OF_TIMES_30_DAYS_DELINQUENT_LIFE_OF_LOAN,int,NULL,,,
CommonMonthly,NBR_OF_TIMES_60_DAYS_DELINQUENT_LIFE_OF_LOAN,int,NULL,,,
CommonMonthly,NBR_OF_TIMES_90_DAYS_DELINQUENT_LIFE_OF_LOAN,int,NULL,,,
CommonMonthly,NBR_OF_TIMES_120_DAYS_DELINQUENT_LIFE_OF_LOAN,int,NULL,,,
CommonMonthly,NBR_OF_TIMES_180_DAYS_DELINQUENT_LIFE_OF_LOAN,int,NULL,,,
CommonMonthly,AcquLiteLSMortResvAcct,nchar(1),NULL,,,
CommonMonthly,BANKRUPTCY_FILE_DATE,int,NULL,,,
CommonMonthly,FORE_START_DATE,int,NULL,,,
CommonMonthly,FORE_SALE_DATE,int,NULL,,,
CommonMonthly,DATE_REO,int,NULL,,,
CommonMonthly,TDR_HIST_FLAG,nchar(1),NULL,,,
CommonMonthly,TDR_IMPAIRMENT_AMT,"decimal(16,6)",NULL,,,
CommonMonthly,MOD_TYPE,nvarchar(200),NULL,,,
CommonMonthly,MOD_DATE,int,NULL,,,
CommonMonthly,NBR_TIMES_MOD,int,NULL,,,
CommonMonthly,LATEST_MOD_DATE,int,NULL,,,
CommonMonthly,MOD_RATE,"decimal(16,6)",NULL,,,
CommonMonthly,MOD_MAT_DATE,int,NULL,,,
CommonMonthly,MOD_FORGIVE_BAL,"decimal(16,6)",NULL,,,
CommonMonthly,MOD_FORBORNE_BAL,"decimal(16,6)",NULL,,,
CommonMonthly,MOD_PNI,"decimal(16,6)",NULL,,,
CommonMonthly,MOD_ORIG_LOAN_ID,int,NULL,,,
CommonMonthly,DQ_BKT_MOD,nvarchar(200),NULL,,,
CommonMonthly,REFRESH_LTV_MOD,nvarchar(200),NULL,,,
CommonMonthly,RATE_PRE_MOD,nvarchar(200),NULL,,,
CommonMonthly,MOD_BAL,"decimal(16,6)",NULL,,,
CommonMonthly,PMT_PRE_MOD,nvarchar(200),NULL,,,
CommonMonthly,PMT_POST_MOD,nvarchar(200),NULL,,,
CommonMonthly,INT_RATE_INDEX,nvarchar(200),NULL,,,
CommonMonthly,ARMFirstChangeFrequencyInterestRatePI,int,NULL,,,
CommonMonthly,ARMSubsequentChangeFrequencyRatePI,int,NULL,,,
CommonMonthly,ARMInterestRateMarginRate,"decimal(16,6)",NULL,,,
CommonMonthly,ARMInterestRateMaxLifeCeilingRate,"decimal(16,6)",NULL,,,
CommonMonthly,ARMInterestRateMaxLifeFloorRate,"decimal(16,6)",NULL,,,
CommonMonthly,ARMLifeMaxInterestRateINCPct,"decimal(16,6)",NULL,,,
CommonMonthly,ARMLifeMaxInterestNextRateINCPct,"decimal(16,6)",NULL,,,
CommonMonthly,ARMLifeMaxInterestRateDECPct,"decimal(16,6)",NULL,,,
CommonMonthly,ARMLifeMaxInterestNextRateDECPct,"decimal(16,6)",NULL,,,
CommonMonthly,ARMPIChangeDate,int,NULL,,,
CommonMonthly,ARMNextCalculationDate,int,NULL,,,
CommonMonthly,MTR_RATE_ADJ,"decimal(16,6)",NULL,,,
CommonMonthly,NEG_AM_FLAG,nchar(1),NULL,,,
CommonMonthly,NEG_AM_CAP,"decimal(16,6)",NULL,,,
CommonMonthly,OPTION_ARM_FLAG,nchar(1),NULL,,,
CommonMonthly,RECAST_TERM,int,NULL,,,
CommonMonthly,NET_MARGIN,"decimal(16,6)",NULL,,,
CommonMonthly,ARM_INITIAL_RATE,"decimal(16,6)",NULL,,,
CommonMonthly,FIRST_PMT_ADJ_DATE,int,NULL,,,
CommonMonthly,NXT_PMT_ADJ_DATE,int,NULL,,,
CommonMonthly,BACK_DAYS,int,NULL,,,
CommonMonthly,ORIG_MI_COVERAGE,"decimal(16,6)",NULL,,,
CommonMonthly,MI_COMPANY,nvarchar(200),NULL,,,Yes
CommonMonthly,ORIG_CRED_LIMIT,"decimal(16,6)",NULL,,,Yes
CommonMonthly,CREDIT_CLOSED_FLAG,nchar(1),NULL,,,
CommonMonthly,CREDIT_FROZEN_FLAG,nchar(1),NULL,,,
CommonMonthly,CREDIT_LIMIT_CHANGE_ACTION,int,NULL,,,
CommonMonthly,DRAW_PERIOD,int,NULL,,,
CommonMonthly,REPAY_PERIOD,int,NULL,,,
CommonMonthly,HE_TYPE,nvarchar(200),NULL,,,
CommonMonthly,CURR_UT_RATIO,"decimal(16,6)",NULL,,,
CommonMonthly,DATE_LINE_CHANGED,int,NULL,,,
CommonMonthly,DATE_LINE_CLOSED,int,NULL,,,
CommonMonthly,MTR_PMT_ADJ,"decimal(16,6)",NULL,,,
CommonMonthly,BUSINESS_ACCOUNT_FLAG,nchar(1),NULL,,,
CommonMonthly,EXIT_TYPE,nvarchar(200),NULL,,,
CommonMonthly,CurrentDaysDelinquent,nvarchar(200),NULL,,,
CommonMonthly,CONFORM_DQ_BKT_MOD,nvarchar(200),NULL,,,
CommonMonthly,la_documentation_desc,nvarchar(200),NULL,,,
CommonMonthly,ARMIndexDescription,nvarchar(200),NULL,,,
CommonMonthly,ARMPlanCode,nvarchar(200),NULL,,,
CommonMonthly,la_purpose_desc,nvarchar(200),NULL,,,
CommonMonthly,CONFORM_LOAN_TYPE,nvarchar(200),NULL,,,
CommonMonthly,ModificationCode,nvarchar(200),NULL,,,
CommonMonthly,MEMBER_NBR,int,NULL,,,
CommonMonthly,VehicleYear,int,NULL,,,
CommonMonthly,AMORTIZATIONTYPE,nvarchar(200),NULL,,,
CommonMonthly,BACK_END_LTV,"decimal(16,6)",NULL,,,
CommonMonthly,PersonBirthDate,int,NULL,,,Yes
CommonMonthly,CreditScore,int,NULL,,,Yes
CommonMonthly,AccountRoleCode,nchar(1),NULL,,,
CommonMonthly,CO_BORROWER_OCCUP,nvarchar(200),NULL,,,
CommonMonthly,VehicleMake,nvarchar(200),NULL,,,
CommonMonthly,VehicleModel,nvarchar(200),NULL,,,
CommonMonthly,CollateralTypeDescription,nvarchar(200),NULL,,,
CommonMonthly,COLLATERALSTATE,nchar(2),NULL,,,Yes
CommonMonthly,COLLATERALZIPCODE,int,NULL,,,Yes
CommonMonthly,VehicleTypeDescription,nvarchar(200),NULL,,,
CommonMonthly,CONFORM_INTEREST_ACCRUAL_BASIS,nvarchar(200),NULL,,,
CommonMonthly,PMTCALPERIODCD,nvarchar(200),NULL,,,
CommonMonthly,CONTRACT_RES_VALUE,int,NULL,,,
CommonMonthly,CREDITIMPAIRED,int,NULL,,,
CommonMonthly,CURR_COLLATERAL_VAL,"decimal(16,6)",NULL,,,
CommonMonthly,LoanLossCategoryCode,nvarchar(200),NULL,,,
CommonMonthly,PMTAMT,"decimal(16,6)",NULL,,,
CommonMonthly,DimBankruptcyEffectiveDateSK,int,NULL,,,
CommonMonthly,DATE_CLOSED,int,NULL,,,
CommonMonthly,DealerLongName,nvarchar(200),NULL,,,
CommonMonthly,DEFAULTDATE,int,NULL,,,
CommonMonthly,ESTIMATE_RESIDUAL_VALUE,"decimal(16,6)",NULL,,,
CommonMonthly,FRONT_END_LTV,"decimal(16,6)",NULL,,,
CommonMonthly,INSTRUMENTIDENTIFIER,int,NULL,,,
CommonMonthly,INTEREST_ACCRUAL_BASIS,nvarchar(200),NULL,,,
CommonMonthly,LAST_LIMIT_CHANGE_DATE,int,NULL,,,
CommonMonthly,LEASE_FACTOR,"decimal(16,6)",NULL,,,
CommonMonthly,MinorAccountTypeDescription,nvarchar(200),NULL,,,
CommonMonthly,EstimatedValue,"decimal(16,6)",NULL,,,
CommonMonthly,QualityFactorCode,nvarchar(200),NULL,,,
CommonMonthly,PORTFOLIOIDENTIFIER,nvarchar(200),NULL,,,
CommonMonthly,PTI,"decimal(16,6)",NULL,,,
CommonMonthly,RECOURSE_FLAG,nchar(1),NULL,,,
CommonMonthly,ProductLevel4Cat,nchar(1),NULL,,,
CommonMonthly,SERVICER,nvarchar(200),NULL,,,
CommonMonthly,VIN,nvarchar(200),NULL,,,Yes
CommonMonthly,Source,nvarchar(50),NOT NULL,,,
CommonMonthly,SourceRowId,nvarchar(50),NOT NULL,,,
