Table Name,Column Name,Column Datatype,Column Null Option,Primary Key,Restricted,PII
PenFed_Monthly,mtr_rate_adj,int,NULL,,,
PenFed_Monthly,neg_am_flag,nchar(1),NULL,,,
PenFed_Monthly,neg_am_cap,int,NULL,,,
PenFed_Monthly,option_arm_flag,nchar(1),NULL,,,
PenFed_Monthly,recast_term,int,NULL,,,
PenFed_Monthly,net_margin,int,NULL,,,
PenFed_Monthly,arm_initial_rate,"decimal(16,6)",NULL,,,
PenFed_Monthly,first_pmt_adj_date,int,NULL,,,
PenFed_Monthly,nxt_pmt_adj_date,int,NULL,,,
PenFed_Monthly,back_days,int,NULL,,,
PenFed_Monthly,orig_mi_coverage,int,NULL,,,
PenFed_Monthly,mi_company,int,NULL,,,
PenFed_Monthly,orig_cred_limit,int,NULL,,,
PenFed_Monthly,credit_closed_flag,nchar(1),NULL,,,
PenFed_Monthly,credit_frozen_flag,int,NULL,,,
PenFed_Monthly,credit_limit_change_action,int,NULL,,,
PenFed_Monthly,draw_period,int,NULL,,,
PenFed_Monthly,repay_period,int,NULL,,,
PenFed_Monthly,he_type,int,NULL,,,
PenFed_Monthly,curr_ut_ratio,int,NULL,,,
PenFed_Monthly,date_line_changed,int,NULL,,,
PenFed_Monthly,date_line_closed,int,NULL,,,
PenFed_Monthly,mtr_pmt_adj,int,NULL,,,
PenFed_Monthly,business_account_flag,nvarchar(50),NULL,,,
PenFed_Monthly,exit_type,int,NULL,,,
PenFed_Monthly,conform_curr_dq_bkt,int,NULL,,,
PenFed_Monthly,conform_curr_loan_status,int,NULL,,,
PenFed_Monthly,conform_dq_bkt_mod,int,NULL,,,
PenFed_Monthly,conform_doc_type,int,NULL,,,
PenFed_Monthly,conform_int_rate_index,int,NULL,,,
PenFed_Monthly,conform_int_rate_type,int,NULL,,,
PenFed_Monthly,conform_loan_purpose,int,NULL,,,
PenFed_Monthly,conform_loan_type,int,NULL,,,
PenFed_Monthly,conform_mod_type,int,NULL,,,
PenFed_Monthly,conform_occ_type,int,NULL,,,
PenFed_Monthly,conform_product_type,int,NULL,,,
PenFed_Monthly,conform_property_type,int,NULL,,,
