Entity Name,Table Name,Entity/Table Definition,Entity/Table Owner,Attribute Name,Column Name,Attribute/Column Definition,Domain,Column Datatype,Column Null Option,Primary Key
DU_MSGS,DU_MSGS,,dbo,DBID,DBID,,,nchar(5),NOT NULL,Yes
DU_MSGS,DU_MSGS,,dbo,MSGCTR,MSGCTR,,,int,NOT NULL,Yes
DU_MSGS,DU_MSGS,,dbo,CATEGORY,CATEGORY,,,nvarchar(5),NOT NULL,No
DU_MSGS,DU_MSGS,,dbo,VARDBID,VARDBID,,,nvarchar(5),NOT NULL,No
DU_MSGS,DU_MSGS,,dbo,SERIALNO,SERIALNO,,,int,NULL,No
DU4LOAN,DU4LOAN,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
DU4LOAN,DU4LOAN,,dbo,STRTMORT,STRTMORT,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,LIENREPY,LIENREPY,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,SLBELMKT,SLBELMKT,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,EQUITYLN,EQUITYLN,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,S_ARMNUM,S_ARMNUM,,,nvarchar(8),NULL,No
DU4LOAN,DU4LOAN,,dbo,ESCROWWV,ESCROWWV,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,IMPRTACT,IMPRTACT,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,MORNETID,MORNETID,,,nvarchar(10),NULL,No
DU4LOAN,DU4LOAN,,dbo,NEWCRRPT,NEWCRRPT,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,RPTTYPE,RPTTYPE,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,LWMDFLAG,LWMDFLAG,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,QUALIFY,QUALIFY,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,AUTOCOPY,AUTOCOPY,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,HOMEBUYED,HOMEBUYED,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,S_CRAGENCY,S_CRAGENCY,,,nvarchar(8),NULL,No
DU4LOAN,DU4LOAN,,dbo,INSTID,INSTID,,,nvarchar(20),NULL,No
DU4LOAN,DU4LOAN,,dbo,FINDSERL,FINDSERL,,,int,NULL,No
DU4LOAN,DU4LOAN,,dbo,FINDDBID,FINDDBID,,,nchar(5),NULL,No
DU4LOAN,DU4LOAN,,dbo,S_LNDOCTYPE,S_LNDOCTYPE,,,nvarchar(8),NULL,No
DU4LOAN,DU4LOAN,,dbo,S_DNPYMTOPT,S_DNPYMTOPT,,,nvarchar(8),NULL,No
DU4LOAN,DU4LOAN,,dbo,S_MIINSURER,S_MIINSURER,,,nvarchar(8),NULL,No
DU4LOAN,DU4LOAN,,dbo,PRDCTPLANNO,PRDCTPLANNO,,,nvarchar(5),NULL,No
DU4LOAN,DU4LOAN,,dbo,RESTRICTPREPYMT,RESTRICTPREPYMT,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,MORTCREDITCERT,MORTCREDITCERT,,,"decimal(16,6)",NULL,No
DU4LOAN,DU4LOAN,,dbo,S_REPYMTTYPE,S_REPYMTTYPE,,,nvarchar(8),NULL,No
DU4LOAN,DU4LOAN,,dbo,SUMMARYFLG,SUMMARYFLG,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,S_INDEXTYPE,S_INDEXTYPE,,,nvarchar(8),NULL,No
DU4LOAN,DU4LOAN,,dbo,S_ACTSECTION,S_ACTSECTION,,,nvarchar(8),NULL,No
DU4LOAN,DU4LOAN,,dbo,REQUESTTYPE,REQUESTTYPE,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,RECCODE,RECCODE,,,nvarchar(3),NULL,No
DU4LOAN,DU4LOAN,,dbo,CRLOG_DBID,CRLOG_DBID,,,nchar(5),NULL,No
DU4LOAN,DU4LOAN,,dbo,CRLOG_SER,CRLOG_SER,,,int,NULL,No
DU4LOAN,DU4LOAN,,dbo,UWCHK_DBID,UWCHK_DBID,,,nchar(5),NULL,No
DU4LOAN,DU4LOAN,,dbo,UWCHK_SER,UWCHK_SER,,,int,NULL,No
DU4LOAN,DU4LOAN,,dbo,IMPLOG_DBID,IMPLOG_DBID,,,nchar(5),NULL,No
DU4LOAN,DU4LOAN,,dbo,IMPLOG_SER,IMPLOG_SER,,,int,NULL,No
DU4LOAN,DU4LOAN,,dbo,SBAERR_DBID,SBAERR_DBID,,,nchar(5),NULL,No
DU4LOAN,DU4LOAN,,dbo,SBAERR_SER,SBAERR_SER,,,int,NULL,No
DU4LOAN,DU4LOAN,,dbo,HTMLFIND_DBID,HTMLFIND_DBID,,,nchar(5),NULL,No
DU4LOAN,DU4LOAN,,dbo,HTMLFIND_SERL,HTMLFIND_SERL,,,int,NULL,No
DU4LOAN,DU4LOAN,,dbo,VALIDATION_ID,VALIDATION_ID,,,nvarchar(30),NULL,No
DU4LOAN,DU4LOAN,,dbo,STANDARD_LCOR,STANDARD_LCOR,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,AGENCYSPLPRODUCTS,AGENCYSPLPRODUCTS,,,nvarchar(25),NULL,No
DU4LOAN,DU4LOAN,,dbo,AFFORDABLELTV,AFFORDABLELTV,,,nchar(1),NULL,No
DU4LOAN,DU4LOAN,,dbo,S_ACT_EST_INDICATOR,S_ACT_EST_INDICATOR,,,nvarchar(8),NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,BNUM,BNUM,,,smallint,NOT NULL,Yes
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,DBID,DBID,,,nchar(5),NOT NULL,Yes
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,RESPONSEID,RESPONSEID,,,int,NOT NULL,Yes
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,CREDITRESPONSEID,CREDITRESPONSEID,,,int,NOT NULL,Yes
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,BEGIN_DT,BEGIN_DT,,,datetime,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,END_DT,END_DT,,,datetime,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,PR_SEG_NUM,PR_SEG_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,COLL_SEG_NUM,COLL_SEG_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,LOW_HIGH_CRED_AMT,LOW_HIGH_CRED_AMT,,,"decimal(18,3)",NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,HIGH_HIGH_CRED_AMT,HIGH_HIGH_CRED_AMT,,,"decimal(18,3)",NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,ACCTS_NUM,ACCTS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_ONES_NUM,MOP_RT_ONES_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_SIXES_NUM,MOP_RT_SIXES_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_TWOS_NUM,MOP_RT_TWOS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_SEVENS_NUM,MOP_RT_SEVENS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_THREES_NUM,MOP_RT_THREES_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_EIGHTS_NUM,MOP_RT_EIGHTS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_FOURS_NUM,MOP_RT_FOURS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_NINES_NUM,MOP_RT_NINES_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_FIVES_NUM,MOP_RT_FIVES_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,MOP_RT_OTHERS_NUM,MOP_RT_OTHERS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,HIST_RT_TWOS_NUM,HIST_RT_TWOS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,HIST_RT_SEVENS_NUM,HIST_RT_SEVENS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,HIST_RT_THREES_NUM,HIST_RT_THREES_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,HIST_RT_EIGHTS_NUM,HIST_RT_EIGHTS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,HIST_RT_FOURS_NUM,HIST_RT_FOURS_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,HIST_RT_NINES_NUM,HIST_RT_NINES_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,HIST_RT_FIVES_NUM,HIST_RT_FIVES_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,HIST_RT_SIXES_NUM,HIST_RT_SIXES_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,INQUIRY_ALERT_IND,INQUIRY_ALERT_IND,,,nchar(1),NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,INQUIRY_NUM,INQUIRY_NUM,,,smallint,NULL,No
GF_TLB_EQ_RES_SUMMARY,GF_TLB_EQ_RES_SUMMARY,,dbo,SINCE_DT,SINCE_DT,,,datetime,NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAUTIL,VAUTIL,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VACAIVR,VACAIVR,,,nvarchar(35),NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAFED1,VAFED1,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAFED2,VAFED2,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VASTATE1,VASTATE1,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VASTATE2,VASTATE2,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAOTHER,VAOTHER,,,nvarchar(35),NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAOTHER1,VAOTHER1,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAOTHER2,VAOTHER2,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VARETIRE1,VARETIRE1,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VARETIRE2,VARETIRE2,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VADEDUCT1,VADEDUCT1,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VADEDUCT2,VADEDUCT2,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VADEDUCT,VADEDUCT,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,NETPAY1,NETPAY1,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,NETPAY2,NETPAY2,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VANETPAY,VANETPAY,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,OTHERINC1,OTHERINC1,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,OTHERINC2,OTHERINC2,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAOTHERINC,VAOTHERINC,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAGROSS1,VAGROSS1,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAGROSS2,VAGROSS2,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAGROSS,VAGROSS,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAINC1,VAINC1,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAINC2,VAINC2,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAINCOME,VAINCOME,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VADEBTS,VADEBTS,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VANET,VANET,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VASHELTER,VASHELTER,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,VAPROP,VAPROP,,,"decimal(18,3)",NULL,No
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,BNUM,BNUM,,,smallint,NOT NULL,Yes
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,DBID,DBID,,,nchar(5),NOT NULL,Yes
GF_TLB_VA_ANALYSIS,GF_TLB_VA_ANALYSIS,,dbo,SATIS_CREDIT,SATIS_CREDIT,,,nchar(1),NULL,No
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,BNUM,BNUM,,,smallint,NOT NULL,Yes
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,DBID,DBID,,,nchar(5),NOT NULL,Yes
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,RESPONSEID,RESPONSEID,,,int,NOT NULL,Yes
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,CREDITRESPONSEID,CREDITRESPONSEID,,,int,NOT NULL,Yes
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,SUB_ADDRESS1,SUB_ADDRESS1,,,nvarchar(30),NULL,No
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,SUB_ADDRESS2,SUB_ADDRESS2,,,nvarchar(30),NULL,No
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,SUB_CITY,SUB_CITY,,,nvarchar(28),NULL,No
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,SUB_STATE,SUB_STATE,,,nchar(2),NULL,No
GF_TLB_TU_RES_SUB_ADDR,GF_TLB_TU_RES_SUB_ADDR,,dbo,SUB_ZIP_CODE,SUB_ZIP_CODE,,,nvarchar(9),NULL,No
WG_CM_WAREHOUSE,WG_CM_WAREHOUSE,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
WG_CM_WAREHOUSE,WG_CM_WAREHOUSE,,dbo,ABA_NUMBER,ABA_NUMBER,,,nvarchar(35),NULL,No
WG_CM_WAREHOUSE,WG_CM_WAREHOUSE,,dbo,ACCOUNT_NAME,ACCOUNT_NAME,,,nvarchar(25),NULL,No
WG_CM_WAREHOUSE,WG_CM_WAREHOUSE,,dbo,BANK_NAME,BANK_NAME,,,nvarchar(250),NULL,No
WG_CM_WAREHOUSE,WG_CM_WAREHOUSE,,dbo,BANK_CITY,BANK_CITY,,,nvarchar(25),NULL,No
WG_CM_WAREHOUSE,WG_CM_WAREHOUSE,,dbo,BANK_STATE,BANK_STATE,,,nvarchar(25),NULL,No
WG_CM_WAREHOUSE,WG_CM_WAREHOUSE,,dbo,REFERENCE,REFERENCE,,,nvarchar(50),NULL,No
WG_CM_WAREHOUSE,WG_CM_WAREHOUSE,,dbo,ACCOUNT_NUMBER,ACCOUNT_NUMBER,,,nvarchar(35),NULL,No
WG_CM_UW_NARRATIVE_MKT,WG_CM_UW_NARRATIVE_MKT,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
WG_CM_UW_NARRATIVE_MKT,WG_CM_UW_NARRATIVE_MKT,,dbo,MKT_VACANCY,MKT_VACANCY,,,"decimal(18,3)",NULL,No
WG_CM_UW_NARRATIVE_MKT,WG_CM_UW_NARRATIVE_MKT,,dbo,MKT_ASK_RENT,MKT_ASK_RENT,,,"decimal(18,3)",NULL,No
WG_CM_UW_NARRATIVE_MKT,WG_CM_UW_NARRATIVE_MKT,,dbo,MKT_UNEMPLOYMENT,MKT_UNEMPLOYMENT,,,"decimal(18,3)",NULL,No
WG_CM_UW_NARRATIVE_MKT,WG_CM_UW_NARRATIVE_MKT,,dbo,MKT_PREV_QTR_VACANCY,MKT_PREV_QTR_VACANCY,,,"decimal(18,3)",NULL,No
WG_CM_UW_NARRATIVE_MKT,WG_CM_UW_NARRATIVE_MKT,,dbo,MKT_PREV_QTR_ASK_RNT,MKT_PREV_QTR_ASK_RNT,,,"decimal(18,3)",NULL,No
WG_CM_UW_NARRATIVE_MKT,WG_CM_UW_NARRATIVE_MKT,,dbo,MKT_INVENTORY_UNITS,MKT_INVENTORY_UNITS,,,"numeric(16,6)",NULL,No
WG_CM_UW_NARRATIVE_MKT,WG_CM_UW_NARRATIVE_MKT,,dbo,MKT_ABSORB_UNITS,MKT_ABSORB_UNITS,,,"numeric(16,6)",NULL,No
