Table Name,Column Name,Column Datatype,Column Null Option,Primary Key,Restricted,PII,HashKey,ShortName
uom,uom_id,varchar(40),NOT NULL,Yes,,,Yes,
uom,uom_type_enum_id,varchar(40),NULL,,,,,
uom,abbreviation,varchar(63),NULL,,,,,
uom,description,text,NULL,,,,,
uom,last_updated_stamp,datetime,NULL,,,,,
ruleset_condition_set,ruleset_id,varchar(40),NOT NULL,Yes,,,Yes,
ruleset_condition_set,condition_set_id,varchar(40),NOT NULL,Yes,,,Yes,
ruleset_condition_set,last_updated_stamp,datetime,NULL,,,,,
artifact_group,artifact_group_id,varchar(40),NOT NULL,Yes,,,Yes,
artifact_group,description,text,NULL,,,,,
artifact_group,last_updated_stamp,datetime,NULL,,,,,
party_citizenship,party_id,varchar(40),NOT NULL,Yes,,,Yes,
party_citizenship,geo_id,varchar(40),NOT NULL,Yes,,,Yes,
party_citizenship,from_date,datetime,NOT NULL,Yes,,,Yes,
party_citizenship,thru_date,datetime,NULL,,,,,
party_citizenship,sequence_num,"numeric(20,0)",NULL,,,,,
party_citizenship,last_updated_stamp,datetime,NULL,,,,,
market_segment_condition_set,market_segment_id,varchar(40),NOT NULL,Yes,,,Yes,
market_segment_condition_set,condition_set_id,varchar(40),NOT NULL,Yes,,,Yes,
market_segment_condition_set,last_updated_stamp,datetime,NULL,,,,,
agreement_party,agreement_id,varchar(40),NOT NULL,Yes,,,Yes,
agreement_party,party_id,varchar(40),NOT NULL,Yes,,,Yes,
agreement_party,role_type_id,varchar(40),NOT NULL,Yes,,,Yes,
agreement_party,last_updated_stamp,datetime,NULL,,,,,
order_resolution_type,order_resolution_type_id,varchar(40),NOT NULL,Yes,,,Yes,
order_resolution_type,decision_type_enum_id,varchar(40),NULL,,,,,
order_resolution_type,description,text,NULL,,,,,
order_resolution_type,last_updated_stamp,datetime,NULL,,,,,
form_config,form_config_id,varchar(40),NOT NULL,Yes,,,Yes,
form_config,description,text,NULL,,,,,
form_config,form_location,text,NULL,,,,,
form_config,config_type_enum_id,varchar(40),NULL,,,,,
form_config,last_updated_stamp,datetime,NULL,,,,,
score_factor_option,score_factor_id,varchar(40),NOT NULL,Yes,,,Yes,
score_factor_option,factor_option_seq_id,varchar(40),NOT NULL,Yes,,,Yes,
score_factor_option,min_value,"numeric(26,6)",NULL,,,,,
score_factor_option,enum_value,text,NULL,,,,,
score_factor_option,factor_value,"numeric(26,6)",NULL,,,,,
score_factor_option,last_updated_stamp,datetime,NULL,,,,,
empl_position_class_work_type,empl_position_class_id,varchar(40),NOT NULL,Yes,,,Yes,
empl_position_class_work_type,work_type_enum_id,varchar(40),NOT NULL,Yes,,,Yes,
empl_position_class_work_type,last_updated_stamp,datetime,NULL,,,,,
credit_info,credit_profile_id,varchar(40),NOT NULL,,,,,
credit_info,credit_info_type_enum_id,nvarchar(80),NOT NULL,,,,,
credit_info,value_amount,"numeric(26,6)",NULL,,,,,
credit_info,value_text,nvarchar(80),NULL,,,,,
credit_info,last_updated_stamp,datetime,NULL,,,,,
product_category_rollup,product_category_id,varchar(40),NOT NULL,Yes,,,Yes,
product_category_rollup,parent_product_category_id,varchar(40),NOT NULL,Yes,,,Yes,
product_category_rollup,from_date,datetime,NOT NULL,Yes,,,Yes,
product_category_rollup,thru_date,datetime,NULL,,,,,
product_category_rollup,sequence_num,"numeric(20,0)",NULL,,,,,
product_category_rollup,last_updated_stamp,datetime,NULL,,,,,
gl_journal,gl_journal_id,varchar(40),NOT NULL,Yes,,,Yes,
gl_journal,gl_journal_type_enum_id,varchar(40),NULL,,,,,
gl_journal,gl_journal_name,text,NULL,,,,,
gl_journal,organization_party_id,varchar(40),NULL,,,,,
gl_journal,is_posted,char(1),NULL,,,,,
gl_journal,posted_date,datetime,NULL,,,,,
gl_journal,last_updated_stamp,datetime,NULL,,,,,
rule_config,rule_id,varchar(40),NOT NULL,Yes,,,Yes,
rule_config,config_key,varchar(40),NOT NULL,Yes,,,Yes,
rule_config,config_value,text,NULL,,,,,
rule_config,last_updated_stamp,datetime,NULL,,,,,
product_parameter_set,product_parameter_set_id,varchar(40),NOT NULL,Yes,,,Yes,
product_parameter_set,comments,text,NULL,,,,,
product_parameter_set,product_id,varchar(40),NULL,,,,,
product_parameter_set,customer_party_id,varchar(40),NULL,,,,,
product_parameter_set,last_updated_stamp,datetime,NULL,,,,,
person,party_id,varchar(40),NOT NULL,Yes,,,Yes,
person,salutation,text,NULL,,,,,
person,first_name,nvarchar(50),NULL,,,Yes,,
person,middle_name,text,NULL,,,Yes,,
person,last_name,nvarchar(50),NULL,,,Yes,,
person,personal_title,text,NULL,,,,,
person,suffix,text,NULL,,,,,
person,nickname,text,NULL,,,,,
person,gender,char(1),NULL,,,Yes,,
person,birth_date,date,NULL,,,Yes,,
person,deceased_date,date,NULL,,,,,
person,height,float,NULL,,,,,
person,weight,float,NULL,,,,,
person,mothers_maiden_name,text,NULL,,Yes,,,
person,marital_status_enum_id,varchar(40),NULL,,,,,
person,employment_status_enum_id,varchar(40),NULL,,,,,
person,residence_status_enum_id,varchar(40),NULL,,,,,
person,occupation,text,NULL,,,,,
person,last_updated_stamp,datetime,NULL,,,,,
artifact_authz,artifact_authz_id,varchar(40),NOT NULL,Yes,,,Yes,
artifact_authz,user_group_id,varchar(40),NULL,,,,,
artifact_authz,artifact_group_id,varchar(40),NULL,,,,,
artifact_authz,authz_type_enum_id,varchar(40),NULL,,,,,
artifact_authz,authz_action_enum_id,varchar(40),NULL,,,,,
artifact_authz,authz_service_name,text,NULL,,,,,
artifact_authz,last_updated_stamp,datetime,NULL,,,,,
market_interest,product_category_id,varchar(40),NOT NULL,Yes,,,Yes,
market_interest,market_segment_id,varchar(40),NOT NULL,Yes,,,Yes,
market_interest,from_date,datetime,NOT NULL,Yes,,,Yes,
market_interest,thru_date,datetime,NULL,,,,,
market_interest,last_updated_stamp,datetime,NULL,,,,,
tag_type,tag_type_id,varchar(40),NOT NULL,Yes,,,Yes,
tag_type,name,varchar(63),NULL,,,,,
tag_type,tooltip,text,NULL,,,,,
tag_type,owner_party_id,varchar(40),NULL,,,,,
tag_type,last_updated_stamp,datetime,NULL,,,,,
form_list_find_user_group,form_list_find_id,varchar(40),NOT NULL,Yes,,,Yes,
form_list_find_user_group,user_group_id,varchar(40),NOT NULL,Yes,,,Yes,
form_list_find_user_group,last_updated_stamp,datetime,NULL,,,,,
product_dimension_type,dimension_type_id,varchar(40),NOT NULL,Yes,,,Yes,
product_dimension_type,description,text,NULL,,,,,
product_dimension_type,uom_type_enum_id,varchar(40),NULL,,,,,
product_dimension_type,default_uom_id,varchar(40),NULL,,,,,
product_dimension_type,last_updated_stamp,datetime,NULL,,,,,
asset_type_gl_account,asset_type_gl_account_id,varchar(40),NOT NULL,Yes,,,Yes,
asset_type_gl_account,asset_type_enum_id,varchar(40),NULL,,,,,
asset_type_gl_account,class_enum_id,varchar(40),NULL,,,,,
asset_type_gl_account,asset_id,varchar(40),NULL,,,,,
asset_type_gl_account,organization_party_id,varchar(40),NULL,,,,,
asset_type_gl_account,asset_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,wip_asset_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,receipt_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,issuance_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,transfer_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,acc_depreciation_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,depreciation_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,profit_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,loss_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,receipt_trans_type_enum_id,varchar(40),NULL,,,,,
asset_type_gl_account,issuance_trans_type_enum_id,varchar(40),NULL,,,,,
asset_type_gl_account,shrinkage_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,found_gl_account_id,varchar(40),NULL,,,,,
asset_type_gl_account,last_updated_stamp,datetime,NULL,,,,,
payment_gateway_config,payment_gateway_config_id,varchar(40),NOT NULL,Yes,,,Yes,
payment_gateway_config,payment_gateway_type_enum_id,varchar(40),NULL,,,,,
payment_gateway_config,description,text,NULL,,,,,
payment_gateway_config,authorize_service_name,text,NULL,,,,,
payment_gateway_config,capture_service_name,text,NULL,,,,,
payment_gateway_config,release_service_name,text,NULL,,,,,
payment_gateway_config,refund_service_name,text,NULL,,,,,
payment_gateway_config,details_service_name,text,NULL,,,,,
payment_gateway_config,last_updated_stamp,datetime,NULL,,,,,
order_item_form_response,order_id,varchar(40),NOT NULL,Yes,,,Yes,
order_item_form_response,order_item_seq_id,varchar(40),NOT NULL,Yes,,,Yes,
order_item_form_response,form_response_id,varchar(40),NOT NULL,Yes,,,Yes,
order_item_form_response,party_id,varchar(40),NULL,,,,,
order_item_form_response,role_type_id,varchar(40),NULL,,,,,
order_item_form_response,last_updated_stamp,datetime,NULL,,,,,
instance_image_type,image_type_id,varchar(40),NOT NULL,Yes,,,Yes,
instance_image_type,description,text,NULL,,,,,
instance_image_type,default_init_command,text,NULL,,,,,
instance_image_type,default_network_mode,varchar(63),NULL,,,,,
instance_image_type,last_updated_stamp,datetime,NULL,,,,,
elasticsearch_report,report_id,varchar(40),NOT NULL,Yes,,,Yes,
elasticsearch_report,index_name,varchar(63),NULL,,,,,
elasticsearch_report,report_name,varchar(63),NULL,,,,,
elasticsearch_report,aggregation,text,NULL,,,,,
elasticsearch_report,chart_type,varchar(63),NULL,,,,,
elasticsearch_report,enabled,char(1),NULL,,,,,
elasticsearch_report,last_updated_stamp,datetime,NULL,,,,,
product_store_agreement,product_store_id,varchar(40),NOT NULL,Yes,,,Yes,
product_store_agreement,agreement_id,varchar(40),NOT NULL,Yes,,,Yes,
product_store_agreement,create_service_register_id,varchar(40),NULL,,,,,
product_store_agreement,from_date,datetime,NULL,,,,,
product_store_agreement,thru_date,datetime,NULL,,,,,
product_store_agreement,sequence_num,"numeric(20,0)",NULL,,,,,
product_store_agreement,last_updated_stamp,datetime,NULL,,,,,
condition_set,condition_set_id,varchar(40),NOT NULL,Yes,,,Yes,
condition_set,description,text,NULL,,,,,
condition_set,last_updated_stamp,datetime,NULL,,,,,
product,product_id,varchar(40),NOT NULL,Yes,,,Yes,
product,pseudo_id,varchar(63),NULL,,,,,
product,product_type_enum_id,varchar(40),NULL,,,,,
product,product_class_enum_id,varchar(40),NULL,,,,,
product,asset_type_enum_id,varchar(40),NULL,,,,,
product,asset_class_enum_id,varchar(40),NULL,,,,,
product,status_id,varchar(40),NULL,,,,,
product,owner_party_id,varchar(40),NULL,,,,,
product,product_name,text,NULL,,,,,
product,description,text,NULL,,,,,
product,comments,text,NULL,,,,,
product,sales_introduction_date,datetime,NULL,,,,,
product,sales_discontinuation_date,datetime,NULL,,,,,
product,sales_disc_when_not_avail,char(1),NULL,,,,,
product,support_discontinuation_date,datetime,NULL,,,,,
product,require_inventory,char(1),NULL,,,,,
product,charge_shipping,char(1),NULL,,,,,
product,signature_required_enum_id,varchar(40),NULL,,,,,
product,shipping_insurance_reqd,char(1),NULL,,,,,
product,in_shipping_box,char(1),NULL,,,,,
product,default_shipment_box_type_id,varchar(40),NULL,,,,,
product,taxable,char(1),NULL,,,,,
product,tax_code,varchar(63),NULL,,,,,
product,returnable,char(1),NULL,,,,,
product,amount_uom_id,varchar(40),NULL,,,,,
product,amount_fixed,"numeric(26,6)",NULL,,,,,
product,amount_require,char(1),NULL,,,,,
product,origin_geo_id,varchar(40),NULL,,,,,
product,payment_constant,"numeric(25,5)",NULL,,,,,
product,payment_rounding,"numeric(25,5)",NULL,,,,,
product,screen_flow_id,varchar(40),NULL,,,,,
product,last_updated_stamp,datetime,NULL,,,,,
geo,geo_id,varchar(40),NOT NULL,Yes,,,Yes,
geo,geo_type_enum_id,varchar(40),NULL,,,,,
geo,geo_name,text,NULL,,,,,
geo,geo_name_local,text,NULL,,,,,
geo,geo_code_alpha2,varchar(63),NULL,,,,,
geo,geo_code_alpha3,varchar(63),NULL,,,,,
geo,geo_code_numeric,varchar(63),NULL,,,,,
geo,well_known_text,text,NULL,,,,,
geo,last_updated_stamp,datetime,NULL,,,,,
screen_theme_resource,screen_theme_id,varchar(40),NOT NULL,Yes,,,Yes,
screen_theme_resource,sequence_num,"numeric(20,0)",NOT NULL,Yes,,,Yes,
screen_theme_resource,resource_type_enum_id,varchar(40),NULL,,,,,
screen_theme_resource,resource_value,text,NULL,,,,,
screen_theme_resource,last_updated_stamp,datetime,NULL,,,,,
entity_filter,entity_filter_id,varchar(40),NOT NULL,Yes,,,Yes,
entity_filter,entity_filter_set_id,varchar(40),NULL,,,,,
entity_filter,entity_name,text,NULL,,,,,
entity_filter,filter_map,text,NULL,,,,,
entity_filter,comparison_enum_id,varchar(40),NULL,,,,,
entity_filter,join_or,char(1),NULL,,,,,
entity_filter,last_updated_stamp,datetime,NULL,,,,,
data_feed_document,data_feed_id,varchar(40),NOT NULL,Yes,,,Yes,
data_feed_document,data_document_id,varchar(40),NOT NULL,Yes,,,Yes,
data_feed_document,last_updated_stamp,datetime,NULL,,,,,
payment_method,payment_method_id,varchar(40),NOT NULL,Yes,,,Yes,
payment_method,payment_method_type_enum_id,varchar(40),NULL,,,,,
payment_method,purpose_enum_id,varchar(40),NULL,,,,,
payment_method,owner_party_id,varchar(40),NULL,,,,,
payment_method,description,text,NULL,,,,,
payment_method,from_date,datetime,NULL,,,,,
payment_method,thru_date,datetime,NULL,,,,,
payment_method,thru_date_set_auto,char(1),NULL,,,,,
payment_method,opened_date,datetime,NULL,,,,,
payment_method,title_on_account,text,NULL,,,,,
payment_method,first_name_on_account,text,NULL,,,Yes,,
payment_method,middle_name_on_account,text,NULL,,,Yes,,
payment_method,last_name_on_account,text,NULL,,,,,
payment_method,suffix_on_account,text,NULL,,,,,
payment_method,company_name_on_account,text,NULL,,,,,
payment_method,ledger_balance,"numeric(24,4)",NULL,,,,,
payment_method,available_balance,"numeric(24,4)",NULL,,,,,
payment_method,balance_date,datetime,NULL,,,,,
payment_method,loan_payment_amount,"numeric(24,4)",NULL,,,,,
payment_method,loan_payment_period_uom_id,varchar(40),NULL,,,,,
payment_method,currency_uom_id,varchar(40),NULL,,,,,
payment_method,postal_contact_mech_id,varchar(40),NULL,,,,,
payment_method,telecom_contact_mech_id,varchar(40),NULL,,,,,
payment_method,email_contact_mech_id,varchar(40),NULL,,,,,
payment_method,gateway_cim_id,varchar(63),NULL,,,,,
payment_method,payment_gateway_config_id,varchar(40),NULL,,,,,
payment_method,image_url,text,NULL,,,,,
payment_method,trust_level_enum_id,varchar(40),NULL,,,,,
payment_method,payment_fraud_evidence_id,varchar(40),NULL,,,,,
payment_method,gl_account_id,varchar(40),NULL,,,,,
payment_method,fin_account_id,varchar(40),NULL,,,,,
payment_method,original_payment_method_id,varchar(40),NULL,,,,,
payment_method,last_updated_stamp,datetime,NULL,,,,,
order_note,order_id,varchar(40),NOT NULL,Yes,,,Yes,
order_note,note_date,datetime,NOT NULL,Yes,,,Yes,
order_note,note_text,text,NULL,,,,,
order_note,internal_note,char(1),NULL,,,,,
order_note,user_id,varchar(40),NULL,,,,,
order_note,last_updated_stamp,datetime,NULL,,,,,
user_group_permission,user_group_id,varchar(40),NOT NULL,Yes,,,Yes,
user_group_permission,user_permission_id,varchar(255),NOT NULL,Yes,,,Yes,
user_group_permission,from_date,datetime,NOT NULL,Yes,,,Yes,
user_group_permission,thru_date,datetime,NULL,,,,,
user_group_permission,last_updated_stamp,datetime,NULL,,,,,
instance_image_type_link,image_type_id,varchar(40),NOT NULL,Yes,,,Yes,
instance_image_type_link,instance_name,nvarchar(80),NOT NULL,Yes,,,Yes,
instance_image_type_link,alias_name,text,NULL,,,,,
instance_image_type_link,last_updated_stamp,datetime,NULL,,,,,
status_flow_item,status_flow_id,varchar(40),NOT NULL,Yes,,,Yes,
status_flow_item,status_id,varchar(40),NOT NULL,Yes,,,Yes,
status_flow_item,is_initial,char(1),NULL,,,,,
status_flow_item,last_updated_stamp,datetime,NULL,,,,,
financial_account_type,fin_account_type_id,varchar(40),NOT NULL,Yes,,,Yes,
financial_account_type,parent_type_id,varchar(40),NULL,,,,,
financial_account_type,description,text,NULL,,,,,
financial_account_type,is_refundable,char(1),NULL,,,,,
financial_account_type,account_code_length,"numeric(20,0)",NULL,,,,,
financial_account_type,require_pin_code,char(1),NULL,,,,,
financial_account_type,pin_code_length,"numeric(20,0)",NULL,,,,,
financial_account_type,account_valid_days,"numeric(20,0)",NULL,,,,,
financial_account_type,auth_valid_days,"numeric(20,0)",NULL,,,,,
financial_account_type,replenish_min_balance,"numeric(24,4)",NULL,,,,,
financial_account_type,replenish_threshold,"numeric(24,4)",NULL,,,,,
financial_account_type,replenish_method_enum_id,varchar(40),NULL,,,,,
financial_account_type,replenish_type_enum_id,varchar(40),NULL,,,,,
financial_account_type,last_updated_stamp,datetime,NULL,,,,,
product_store_category,product_store_id,varchar(40),NOT NULL,Yes,,,Yes,
product_store_category,product_category_id,varchar(40),NOT NULL,Yes,,,Yes,
product_store_category,store_category_type_enum_id,varchar(40),NOT NULL,Yes,,,Yes,
product_store_category,from_date,datetime,NOT NULL,Yes,,,Yes,
product_store_category,thru_date,datetime,NULL,,,,,
product_store_category,sequence_num,"numeric(20,0)",NULL,,,,,
product_store_category,last_updated_stamp,datetime,NULL,,,,,
product_store_setting,product_store_id,varchar(40),NOT NULL,Yes,,,Yes,
product_store_setting,setting_type_enum_id,varchar(40),NOT NULL,Yes,,,Yes,
product_store_setting,from_date,datetime,NOT NULL,Yes,,,Yes,
product_store_setting,thru_date,datetime,NULL,,,,,
product_store_setting,setting_value,text,NULL,,,,,
product_store_setting,last_updated_stamp,datetime,NULL,,,,,
settlement_term,settlement_term_id,varchar(40),NOT NULL,Yes,,,Yes,
settlement_term,term_type_enum_id,varchar(40),NULL,,,,,
settlement_term,description,text,NULL,,,,,
settlement_term,term_value,"numeric(26,6)",NULL,,,,,
settlement_term,term_value_uom_id,varchar(40),NULL,,,,,
settlement_term,order_pmt_service_register_id,varchar(40),NULL,,,,,
settlement_term,last_updated_stamp,datetime,NULL,,,,,
agreement_role_type,agreement_id,varchar(40),NOT NULL,Yes,,,Yes,
agreement_role_type,role_type_id,varchar(40),NOT NULL,Yes,,,Yes,
agreement_role_type,signature_required,char(1),NULL,,,,,
agreement_role_type,last_updated_stamp,datetime,NULL,,,,,
form_config_field,form_config_id,varchar(40),NOT NULL,Yes,,,Yes,
form_config_field,field_name,varchar(63),NOT NULL,Yes,,,Yes,
form_config_field,position_index,"numeric(20,0)",NULL,,,,,
form_config_field,position_sequence,"numeric(20,0)",NULL,,,,,
form_config_field,last_updated_stamp,datetime,NULL,,,,,
score_model,score_model_id,varchar(40),NOT NULL,Yes,,,Yes,
score_model,score_type_enum_id,varchar(40),NULL,,,,,
score_model,organization_party_id,varchar(40),NULL,,,,,
score_model,sequence_num,"numeric(20,0)",NULL,,,,,
score_model,base_value,"numeric(26,6)",NULL,,,,,
score_model,is_weighted,char(1),NULL,,,,,
score_model,last_updated_stamp,datetime,NULL,,,,,
credit_profile,credit_profile_id,varchar(40),NOT NULL,Yes,,,Yes,
credit_profile,credit_profile_status,varchar(40),NULL,,,,,
credit_profile,party_content_id,varchar(40),NULL,,,,,
credit_profile,requesting_party_id,varchar(40),NULL,,,,,
credit_profile,pull_type_enum_id,varchar(40),NULL,,,,,
credit_profile,credit_bureau,varchar(40),NULL,,,,,
credit_profile,risk_model_enum_id,varchar(40),NULL,,,,,
credit_profile,created_on,datetime,NULL,,,,,
credit_profile,has_formatted_text,char(1),NULL,,,,,
credit_profile,has_pdf,char(1),NULL,,,,,
credit_profile,last_updated_stamp,datetime,NULL,,,,,
order_content,order_content_id,varchar(40),NOT NULL,Yes,,,Yes,
order_content,order_content_type_enum_id,varchar(40),NULL,,,,,
order_content,order_id,varchar(40),NULL,,,,,
order_content,order_item_seq_id,varchar(40),NULL,,,,,
order_content,party_id,varchar(40),NULL,,,,,
order_content,role_type_id,varchar(40),NULL,,,,,
order_content,content_location,text,NULL,,,,,
order_content,description,text,NULL,,,,,
order_content,content_date,datetime,NULL,,,,,
order_content,viewed_date,datetime,NULL,,,,,
order_content,user_id,varchar(40),NULL,,,,,
order_content,last_updated_stamp,datetime,NULL,,,,,
rule_mitigation,mitigation_id,varchar(40),NOT NULL,Yes,,,Yes,
rule_mitigation,order_id,varchar(40),NULL,,,,,
rule_mitigation,rule_id,varchar(40),NULL,,,,,
rule_mitigation,party_id,varchar(40),NULL,,,,,
rule_mitigation,mitigated_value,text,NULL,,,,,
rule_mitigation,mitigated_level_enum_id,varchar(40),NULL,,,,,
rule_mitigation,new_level_enum_id,varchar(40),NULL,,,,,
rule_mitigation,reason_enum_id,varchar(40),NULL,,,,,
rule_mitigation,note,text,NULL,,,,,
rule_mitigation,user_id,varchar(40),NULL,,,,,
rule_mitigation,from_date,datetime,NULL,,,,,
rule_mitigation,thru_date,datetime,NULL,,,,,
rule_mitigation,last_updated_stamp,datetime,NULL,,,,,
product_parameter_value,product_parameter_value_id,varchar(40),NOT NULL,Yes,,,Yes,
product_parameter_value,product_parameter_id,varchar(40),NOT NULL,,,,,
product_parameter_value,product_parameter_set_id,varchar(40),NULL,,,,,
product_parameter_value,market_segment_id,varchar(40),NULL,,,,,
product_parameter_value,product_parameter_option_id,varchar(40),NULL,,,,,
product_parameter_value,parameter_value,text,NULL,,,,,
product_parameter_value,uom_id,varchar(40),NULL,,,,,
product_parameter_value,last_updated_stamp,datetime,NULL,,,,,
enum_group_member,enum_group_enum_id,varchar(40),NOT NULL,Yes,,,Yes,
enum_group_member,enum_id,varchar(40),NOT NULL,Yes,,,Yes,
enum_group_member,sequence_num,"numeric(20,0)",NULL,,,,,
enum_group_member,member_info,varchar(63),NULL,,,,,
enum_group_member,last_updated_stamp,datetime,NULL,,,,,
db_form_field,form_id,varchar(40),NOT NULL,Yes,,,Yes,
db_form_field,field_name,nvarchar(80),NOT NULL,Yes,,,Yes,
db_form_field,condition,text,NULL,,,,,
db_form_field,entry_name,text,NULL,,,,,
db_form_field,title,text,NULL,,,,,
db_form_field,tooltip,text,NULL,,,,,
db_form_field,field_type_enum_id,varchar(40),NULL,,,,,
db_form_field,layout_sequence_num,"numeric(20,0)",NULL,,,,,
db_form_field,is_required,char(1),NULL,,,,,
db_form_field,print_page_number,"numeric(20,0)",NULL,,,,,
db_form_field,print_top,varchar(63),NULL,,,,,
db_form_field,print_left,varchar(63),NULL,,,,,
db_form_field,print_bottom,varchar(63),NULL,,,,,
db_form_field,print_right,varchar(63),NULL,,,,,
db_form_field,print_width,varchar(63),NULL,,,,,
db_form_field,print_height,varchar(63),NULL,,,,,
db_form_field,print_text_align,varchar(63),NULL,,,,,
db_form_field,print_vertical_align,varchar(63),NULL,,,,,
db_form_field,print_font_size,varchar(63),NULL,,,,,
db_form_field,print_font_family,varchar(63),NULL,,,,,
